Claim Number,Restaurant Name,Borough Code,Address1,ZIPCODE,GRADE
41101663,EL VALLE RESTAURANT,Bronx,WESTCHESTER AVENUE,10459,A
40936347,SMITH'S TAVERN,Brooklyn,5 AVENUE,11215,A
41555685,COLONIE,Brooklyn,ATLANTIC AVENUE,11201,B
50070291,Vivo!,Queens,CROSS ISLAND PKWY,11360,A
41596469,AVENITA DINER,Queens,PARSONS BOULEVARD,11432,A
50075608,LUCHADORES,Manhattan,SOUTH STREET,10038,A
50090316,BEST PIZZA SHOP,Queens,34TH AVE,11106,A
50076485,ABRACADABRA MAGIC DELI,Brooklyn,KNICKERBOCKER AVENUE,11237,A
50003485,WASABI SUSHI & BENTO,Manhattan,SEVENTH AVENUE,10018,A
50007610,KYOTO SUSHI,Brooklyn,NASSAU AVENUE,11222,A
50067429,L'ANGOLO RISTORANTE,Manhattan,DUANE STREET,10013,A
41250834,IL NOCELLO RISTORANTE ITALIANO,Queens,150 STREET,11357,A
41649416,ADAYA AFRICAN AMERICAN RESTAURANT,Bronx,WEBSTER AVENUE,10457,B
50063067,TACOS GRAND CENTRAL,Manhattan,2 AVENUE,10016,A
41715402,PICCOLA CUCINA,Manhattan,SPRING STREET,10012,A
50068389,HOUSE OF HOOKAH,Queens,BELL BLVD,11361,A
50108305,PRIME CAFE,Brooklyn,7 AVENUE,11215,N
41376798,LA ESPERANZA MEXICAN DELI GROCERY & VEGETABLES,Bronx,GRAND CONCOURSE,10453,A
50077172,FRANK & TERESSA'S ANCHOR BAR THE ORIGINAL BUFFALO WING,Manhattan,WEST   57 STREET,10019,A
50079130,WARUDE,Brooklyn,TOMPKINS AVENUE,11216,A
40991382,"COZY CORNER, CHICKEN LOVER",Manhattan,2 AVENUE,10065,C
50013019,STARBUCKS,Brooklyn,UNION AVENUE,11211,A
41221266,THAI SON,Queens,74 STREET,11373,A
50063504,VINTAGE,Queens,DITMARS BLVD,11105,A
50034377,MAGGIE MAE'S,Queens,QUEENS BLVD,11104,A
41156729,ALICES TEA CUP CHAPTER 2,Manhattan,EAST   64 STREET,10065,A
50000930,BACK TO JOHN'S DELI,Brooklyn,3 AVENUE,11215,A
41666100,DAR 525,Brooklyn,GRAND STREET,11211,A
50085407,BROOKLYN BAGEL,Brooklyn,STANWIX STREET,11206,B
50039077,STOUT,Manhattan,EAST   41 STREET,10017,A
50047416,PIZZA ON THE RUN,Brooklyn,STILLWELL AVENUE,11224,A
41304936,DRAM SHOP,Brooklyn,9 STREET,11215,A
50079209,VENECIA PIZZARIA,Staten Island,FOREST AVENUE,10303,A
50078222,Fire Lounge DD,Brooklyn,3 AVENUE,11215,C
40402365,MICHAEL'S,Manhattan,WEST   55 STREET,10019,A
50016496,EMPANADAS MONUMENTAL,Manhattan,BROADWAY,10032,A
40401453,JAKE'S DILEMMA,Manhattan,AMSTERDAM AVENUE,10024,A
50106586,NOODLE BOX FUSION,Queens,BELL BLVD,11361,A
50033665,ABBA BAR AND GRILL,Brooklyn,GRAND STREET,11211,A
41504651,CHEN WON DIM SUM & BAKERY,Brooklyn,86 STREET,11214,A
50084831,THE RIBBON,Manhattan,WEST   44 STREET,10036,A
50071329,BROOKLYN SHAWARMA,Brooklyn,FULTON STREET,11238,B
40402742,ISLAND CHATEAU,Staten Island,WEST FINGERBOARD ROAD,10305,A
40927055,P & M CLASSIC PIZZA & RESTAURANT,Manhattan,AMSTERDAM AVENUE,10031,A
41678430,MMM...THATS A WRAP,Queens,30 AVENUE,11103,B
41214360,BURP CASTLE,Manhattan,EAST    7 STREET,10003,A
40762474,OLYMPIC CAFE,Manhattan,12 AVENUE,10019,A
40867167,CEVABDZINICA SARAJEVO,Queens,34 AVENUE,11101,A
40795021,TAO RESTAURANT,Manhattan,EAST   58 STREET,10022,A
50017748,HOME CHEF INTERNATIONAL FLAVORS,Queens,MERRICK BLVD,11413,A
50088801,GRITBXNG,Manhattan,EAST   16 STREET,10003,A
40539772,BOWLER LAND,Bronx,HOLLERS AVENUE,10475,A
50057633,MORGAN CAFE,Manhattan,9 AVENUE,10001,A
41717628,HAILE BISTRO,Manhattan,AVENUE B,10009,A
50089891,NOM!,Manhattan,UNIVERSITY PLACE,10003,A
50102310,ELEVA COFFEE,Brooklyn,BELL SLIP,11222,Z
41712295,BEN'S PIZZA AND RESTAURANT,Brooklyn,3 AVENUE,11209,A
50016261,O'NEILL'S RESTAURANT & BAR,Staten Island,FOREST AVENUE,10302,B
50071760,ELYON RESTAURANT,Queens,JAMAICA AVE,11428,A
40669697,LE MONDE,Manhattan,BROADWAY,10025,P
50048152,DOSA ROYALE,Brooklyn,DEKALB AVENUE,11205,C
50070024,EL SAN JUAN,Manhattan,5 AVENUE,10035,C
41503176,CALI AJI CON SABOR RESTAURANT,Queens,ASTORIA BOULEVARD,11369,B
50043213,THE GREEN PLACE AFRICAN CUISINE AND RESTAURANT,Brooklyn,ROCKAWAY AVENUE,11233,B
50071603,NUAN XIN FAN TUAN,Brooklyn,8 AVENUE,11220,A
50060614,TOMO JAPANESE CUISINE,Queens,METROPOLITAN AVE,11379,A
41309763,THE COSMOPOLITAN CLUB,Manhattan,EAST   66 STREET,10065,A
50008252,BOCCONCINI,Queens,NORTHERN BOULEVARD,11362,A
41006765,DOS CAMINOS,Manhattan,HUDSON STREET,10014,C
41138610,THE SPOT: HOOKAH LOUNGE,Queens,BROADWAY,11103,A
41410925,CROWN FRIED CHICKEN,Queens,HILLSIDE AVENUE,11423,A
50053317,KFC,Staten Island,HYLAN BOULEVARD,10306,A
50056216,DIVYA'S KITCHEN,Manhattan,1 AVENUE,10003,A
50070993,TAMRA TEAHOUSE,Brooklyn,BERGEN STREET,11213,Z
40978159,CANDLE 79,Manhattan,EAST   79 STREET,10075,A
50070414,SONORA,Brooklyn,HOWARD AVENUE,11233,A
41721069,MASAKI TERIYAKI & SUSHI,Brooklyn,PUTNAM AVENUE,11238,A
50044248,678 DELI,Queens,VAN WYCK EXPY,11418,A
50085483,PANDA GARDEN,Queens,NORTHERN BLVD,11361,A
50099554,DELICIOSO DELI & GRILL,Staten Island,VICTORY BOULEVARD,10301,N
41495887,REVIVE (NORTH CONCOURSE) GATE 25,Queens,JFK INT'L AIRPORT,11430,A
41586126,NEW SPRING BOY CHINESE RESTAURANT,Manhattan,ALLEN STREET,10002,B
50034050,MEE NOODLE SHOP,Manhattan,9 AVENUE,10019,A
50051817,DUNKIN DONUTS,Bronx,GRAND CONCOURSE,10451,A
41056253,BENATERI'S ITALIAN GOURMET DELI,Queens,14 AVENUE,11356,A
40687217,MICHELLE'S COCKTAIL LOUNGE,Brooklyn,BEDFORD AVENUE,11226,A
50057474,DUNKIN DONUTS,Bronx,BRUCKNER BOULEVARD,10472,A
50014381,CROWN GRILL HALAL CHICKEN,Brooklyn,NOSTRAND AVENUE,11216,A
41716904,HIGHLINE PIZZERIA,Manhattan,WEST   28 STREET,10001,A
40367005,DA VINCI PIZZA,Brooklyn,18 AVENUE,11204,A
41641855,TACOS Y QUESADILLAS MEXICO,Queens,CORONA AVE,11368,B
50059588,MILK & PULL,Brooklyn,MALCOLM X BOULEVARD,11233,A
50111727,Kentucky Fried Chicken,Manhattan,3 AVENUE,10029,A
40634891,ARLENE'S GROCERY,Manhattan,STANTON STREET,10002,A
41587674,SKAZKA,Brooklyn,CONEY ISLAND AVENUE,11223,A
41625254,LITTLENECK,Brooklyn,3 AVENUE,11215,A
50097976,JAM ROCK BISTRO,Brooklyn,UTICA AVENUE,11213,A
50107457,IKEA,Queens,QUEENS BLVD,11374,N
41699662,5 STAR VILLAGE CAFE,Brooklyn,CONEY ISLAND AVENUE,11223,C
50107920,LI WAN RESTAURANT,Queens,METROPOLITAN AVE,11379,N
41620333,BEIJING HOUSE,Brooklyn,WILSON AVENUE,11207,A
41189162,"DENO'S SNACK BAR, FAMIGLIA",Brooklyn,BOARDWALK,11224,A
41182904,CAFE CON PAN BAKERY,Brooklyn,5 AVENUE,11220,A
50075946,EM STAR CAFE,Manhattan,DIVISION STREET,10002,A
41612212,NEPTUNE DINER II,Brooklyn,CLASSON AVENUE,11238,A
50037279,LILY THAI RESTAURANT,Brooklyn,GRAND STREET,11211,A
41176118,VEZZO,Manhattan,LEXINGTON AVENUE,10016,A
41281518,MOODY'S CAFETERIA,Manhattan,GREENWICH STREET,10007,A
50012336,NUTRICION RADIANTE,Queens,101ST AVE,11416,A
50001540,SAVANN RESTAURANT,Manhattan,FREDERICK DOUGLAS BOULEVARD,10027,A
50057810,OCAFE,Manhattan,AVENUE OF THE AMERICAS,10011,A
50073880,COURT STREET GROCERS LUNCH,Brooklyn,METROPOLITAN AVENUE,11211,A
50054664,MURA,Brooklyn,5 AVENUE,11215,A
50071553,NEW LIFE JUICE BAR & LOUNGE,Manhattan,SAINT NICHOLAS AVENUE,10026,A
50001212,JM COFFEE SHOP & BAKERY,Queens,JAMAICA AVENUE,11432,A
50032753,AGAVI ORGANIC JUICEBAR,Manhattan,EAST    7 STREET,10003,A
50051092,LEE LEE'S,Manhattan,WEST  118 STREET,10026,B
50090750,NB WING WONG,Manhattan,BOWERY,10013,A
50019166,MAITE,Brooklyn,CENTRAL AVENUE,11221,A
50007878,MANDARIN ORIENTAL HOTEL-BANQUET,Manhattan,COLUMBUS CIRCLE at 60th street,10023,A
50018300,CAFE R,Manhattan,WEST   32 STREET,10001,B
50085949,AUNT BUTCHIES OF BROOKLYN,Staten Island,ARTHUR KILL ROAD,10309,A
50072094,HOHHOT COFFEE,Brooklyn,SHEEPSHEAD BAY RD,11235,A
41466982,JERUSALEM RESTAURANT,Manhattan,BROADWAY,10025,A
50015845,ASHLEY'S FINE FOODS,Manhattan,LEXINGTON AVENUE,10017,A
40402362,BLAKE & TODD,Manhattan,WEST   47 STREET,10036,B
40380422,CARLOS PIZZA,Queens,METROPOLITAN AVENUE,11379,A
50054222,CHEZ OSKAR,Brooklyn,DECATUR STREET,11233,A
50010986,PONTY BISTRO,Manhattan,WEST  139 STREET,10030,A
40384528,VESELKA RESTAURANT,Manhattan,SECOND AVENUE,10003,A
41321647,PARK AVENUE LUNCHEONETTE,Brooklyn,PARK AVENUE,11205,A
40860723,PURITY DINER,Brooklyn,7 AVENUE,11215,A
50056678,TOMPKINS SQUARE BAGELS,Manhattan,2 AVENUE,10003,A
40783014,CONVIVIUM OSTERIA,Brooklyn,5 AVENUE,11217,A
50073505,TASTY THAI,Queens,FOREST AVE,11385,A
40515597,ANYWAY CAFE,Manhattan,EAST    2 STREET,10003,A
41263879,THE HALF PINT,Manhattan,THOMPSON STREET,10012,A
41076662,HILL CAFE,Brooklyn,PUTNAM AVENUE,11238,A
50114301,CHO DANG GOL,Manhattan,WEST   35 STREET,10001,N
41533970,DUNKIN DONUTS,Bronx,GRAND CONCOURSE ROAD,10458,A
41649164,DONG KING,Bronx,WEST  165 STREET,10452,A
50040512,PANDA HOUSE,Brooklyn,BEDFORD AVENUE,11225,A
50004189,RAIZES CHURRASCARIA,Brooklyn,NASSAU AVENUE,11222,A
50033468,CURRENT,Manhattan,11 AVENUE,10011,A
40938384,MOCA BAR & LOUNGE,Manhattan,8 AVENUE,10026,B
50046845,MIKES DELI RESTAURANT,Brooklyn,FOSTER AVENUE,11236,B
50003214,WILLIAMSBURG PIZZA,Manhattan,BROOME STREET,10002,A
50071005,LUCKY HOUSE CHINESE RESTAURANT,Bronx,EAST TREMONT AVENUE,10460,A
40886435,JENNIFER'S RESTAURANT,Queens,HILLSIDE AVENUE,11432,A
50085607,LUV-N-OVEN,Brooklyn,DEKALB AVENUE,11201,A
50071497,"THE STANDARD, HIGH LINE",Manhattan,WASHINGTON STREET,10014,A
50016679,NORTHERN SUSHI,Queens,NORTHERN BLVD,11354,A
50059272,SISTERS,Brooklyn,FULTON STREET,11238,A
41583426,LA SABROSURA,Queens,30 AVENUE,11103,A
50051719,PUERTO RICO RESTAURANT & PIZZA,Brooklyn,5 AVENUE,11220,A
50035765,SMASHBURGER,Bronx,BOSTON ROAD,10466,A
41296408,BACARO,Manhattan,DIVISION STREET,10002,A
50005093,SUBWAY,Queens,DITMARS BLVD,11105,A
41428580,BUON,Queens,ELIOT AVENUE,11379,C
50034411,MARTINIELLO'S III PIZZERIA & ITALIAN RESTAURNT,Queens,101ST AVE,11416,A
50088062,TOMMY'S PIZZA & RESTAURANT,Queens,LIBERTY AVE,11419,A
41583007,LA PEQUENA TASTE OF ITALY PIZZERIA,Queens,90 STREET,11372,A
41233156,FLAVORS,Manhattan,WHITEHALL STREET,10004,A
50060368,EAST COAST,Brooklyn,ROGERS AVENUE,11226,A
50093639,DOMINO'S,Queens,JAMAICA AVE,11421,A
41601438,COOPER'S CRAFT & KITCHEN,Manhattan,2 AVENUE,10003,A
40752494,APPLEBEE'S,Bronx,BARTOW AVENUE,10475,A
50058621,FILLMORE'S TAVERN,Queens,65TH AVE,11365,A
41647192,PACKARD CAFE,Queens,CRESCENT STREET,11101,B
50080839,CAFE GITANE,Brooklyn,HUDSON AVENUE,11201,A
40513885,ANOPOLI FAMILY RESTAURANT,Brooklyn,3 AVENUE,11209,A
50044704,YOURS TRULY,Manhattan,SPRING STREET,10012,A
50070835,P&C COFFEE SHOP,Brooklyn,UTICA AVENUE,11213,B
50075670,NEW GOLDEN CHOPSTICKS,Manhattan,PEARL STREET,10004,A
50046218,MAISON THAI,Manhattan,2 AVENUE,10016,B
41004145,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,Bronx,GUNHILL ROAD,10467,B
50044155,GOD BLESS RESTAURANT,Brooklyn,NOSTRAND AVENUE,11226,A
41006035,OVERLOOK,Manhattan,EAST   44 STREET,10017,A
50065197,BAJEKO SEKUWA,Queens,QUEENS BLVD,11104,C
50039990,SAGAPONACK,Manhattan,WEST   22 STREET,10010,A
50100930,LIPS CAFE,Brooklyn,NOSTRAND AVENUE,11226,Z
50063765,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,Bronx,BOSTON ROAD,10456,A
50006618,SABOR ECUATORIANO BAKERY,Queens,82ND ST,11373,A
41382903,THE LEXINGTON SOCIAL,Manhattan,LEXINGTON AVENUE,10029,A
41705474,DRAUGHT 55 BAR & KITCHEN,Manhattan,EAST   55 STREET,10022,A
41659848,LA BRISA DEL CIBAO,Queens,103 STREET,11368,A
41515015,TAGLIARE PIZZA DELTA TERMINAL,Queens,LAGUARDIA AIRPORT,11369,A
41525442,FLEX MUSSELS,Manhattan,WEST   13 STREET,10011,A
50006816,OAXACA TAQUERIA,Brooklyn,BEDFORD AVENUE,11216,A
50091666,CHICKEN HOT POT,Queens,BOWNE ST,11355,A
41394908,DUNKIN DONUTS,Bronx,JEROME AVENUE,10468,A
50070043,TACOS Y MAS,Queens,MOTT AVE,11691,A
50067088,MAMA KITCHEN NY,Brooklyn,ROCHESTER AVENUE,11233,C
50070839,DELICIAS CALENAS #4,Queens,ROOSEVELT AVE,11372,A
41589520,FAIRFIELD INN,Manhattan,WEST   40 STREET,10018,A
50050344,OKEEFES,Brooklyn,COURT STREET,11201,A
41657037,CHECKERS,Bronx,SOUTHERN BOULEVARD,10459,A
50086779,ATOMIC WINGS,Brooklyn,PARKSIDE AVENUE,11226,B
50041760,OC DESSERT,Brooklyn,56 STREET,11220,A
41679544,PROSPECT,Brooklyn,5 AVENUE,11215,A
50007470,LE BAOBAB-GOUYGUI RESTAURANT,Manhattan,WEST  116 STREET,10026,B
50016943,EL NUEVO ROBLE BILLIARDS,Bronx,EAST  170 STREET,10456,B
50095523,ALI ROTI SHOP,Brooklyn,FLATBUSH AVENUE,11226,N
41330933,D & S BAKERY,Brooklyn,NEW UTRECHT AVENUE,11219,A
50084708,THE MONARCH THEATRE,Brooklyn,METROPOLITAN AVENUE,11249,N
50096571,16 HANDLES,Manhattan,2 AVENUE,10003,A
41633095,BAMBOO YA,Queens,QUEENS BLVD,11374,A
50001914,ATLAS SOCIAL CLUB,Manhattan,9 AVENUE,10019,A
41174947,LUNA'S RESTAURANT,Queens,BROADWAY,11103,B
41650568,HARVEST CHINESE &THAI CUISINE,Manhattan,1 AVENUE,10075,A
50081048,SUBWAY,Brooklyn,5 AVENUE,11209,A
40400559,MULLIGAN'S PUB,Manhattan,MADISON AVENUE,10016,A
50055957,LAO JIE HOT POT,Brooklyn,53 STREET,11220,B
50073916,JOE & PAT'S,Manhattan,1 AVENUE,10009,A
41482610,VAMOS AL TEQUILA,Brooklyn,FRANKLIN STREET,11222,A
40951329,TAKAHACHI TRIBECA,Manhattan,DUANE STREET,10013,A
41514880,DON PANCHO'S STEAK HOUSE,Bronx,BRUCKNER BOULEVARD,10454,A
50095606,TIGER TEA,Queens,39TH AVE,11354,A
50002626,GOLDEN BOWL RESTAURANT,Manhattan,DIVISION STREET,10002,B
50066323,NEW CHINA GARDEN,Bronx,NEREID AVENUE,10466,A
50051294,KENNEDY FRIED CHICKEN,Queens,JAMAICA AVE,11418,A
41650198,HINOMARU RAMEN,Queens,DITMARS BOULEVARD,11105,A
50114244,LA BELLA FERRARA PASTRY,Manhattan,MULBERRY STREET,10013,N
50005642,BAGELS AND MORE,Manhattan,3 AVENUE,10128,A
41559772,KENNEDY FRIED CHICKEN,Bronx,CRESTON AVENUE,10468,A
50040738,HAAGEN-DAZS,Queens,QUEENS BLVD,11373,A
50038623,TIME FLIES BBQ & BAR,Queens,NORTHERN BOULEVARD,11358,P
50040235,BK JANI,Brooklyn,KNICKERBOCKER AVENUE,11237,A
50083790,METRO EATS,Brooklyn,ATLANTIC AVENUE,11201,C
41705067,SAKAMAI,Manhattan,LUDLOW STREET,10002,A
50091825,DOMINO'S,Bronx,BRONXWOOD AVENUE,10469,A
50099862,SPICY MOON VEGETARIAN SZECHUAN,Manhattan,WEST    3 STREET,10012,A
50066295,GREGORY'S COFFEE,Manhattan,LEXINGTON AVENUE,10017,A
41283023,PIERRE LOTI CAFE WINE BAR,Manhattan,IRVING PLACE,10003,A
41604933,RYAN'S DAUGHTER CAFE,Manhattan,EAST   85 STREET,10028,A
40402337,J & M BAKERY,Queens,36 AVENUE,11106,B
41704965,PIZZA HUT,Bronx,WESTCHESTER AVENUE,10462,A
40392313,CAFE BELLA VITA,Staten Island,HYLAN BOULEVARD,10305,A
50012564,LU PEKING HOUSE INC,Brooklyn,FULTON STREET,11208,A
40606656,LATERNA TAVERNA,Queens,BELL BOULEVARD,11361,A
50053006,KOREAN HOUSE,Brooklyn,61 STREET,11220,B
50002120,STARBUCKS,Manhattan,WALL STREET,10005,A
50009906,CLAUDETTE,Manhattan,5 AVENUE,10011,A
41596694,SHOW PALACE,Queens,21 STREET,11101,A
40572049,EL DORADO SPORTS LOUNGE,Queens,LIBERTY AVENUE,11419,A
50069454,ZIBETTO ESPRESSO BAR,Manhattan,PARK AVENUE,10016,C
41699551,BETTER BEING,Manhattan,9 AVENUE,10018,A
50035731,PELICAN REEF CATERERS,Brooklyn,FLATBUSH AVENUE,11226,A
41112888,S & A WEST INDIAN RESTAURANT,Queens,LIBERTY AVENUE,11417,B
41608836,PONTE VECCHIO,Brooklyn,4 AVENUE,11209,A
50046025,PIZZERIA SIRENETTA,Manhattan,AMSTERDAM AVENUE,10024,A
40400366,VIN ET FLEURS,Manhattan,THOMPSON STREET,10012,C
50102271,New Sushi Tatsu,Brooklyn,FRANKLIN AVENUE,11238,N
50008609,MIGHTY QUINN'S BBQ,Manhattan,LIBERTY STREET,10280,A
41564907,EVE'S LOUNGE,Brooklyn,WASHINGTON AVENUE,11238,A
40711820,DAGAN PIZZA,Brooklyn,STRICKLAND AVENUE,11234,A
50090485,QUINOA,Brooklyn,BEDFORD AVENUE,11211,A
50058732,OFFICE COFFEE,Manhattan,CANAL STREET,10013,A
50051234,DIM SUM PALACE,Manhattan,WEST   46 STREET,10036,A
41478979,SUBWAY,Manhattan,5 AVENUE,10103,A
41572581,MOLE CANTINA MEXICANA,Manhattan,2 AVENUE,10128,A
50070998,RRR LOUNGE,Queens,LIBERTY AVE,11417,B
41565678,CHECKERS,Bronx,EAST  161 STREET,10451,A
40396000,JULES BISTRO,Manhattan,ST MARKS PLACE,10003,B
41414123,SALVATORES OF SOHO,Bronx,RIVERDALE AVENUE,10463,A
41711578,MR. SIMI #8 KITCHEN,Brooklyn,BATH AVENUE,11214,A
50008025,THE ONE,Queens,NORTHERN BLVD,11354,A
50067926,CALLE DAO CHELSEA,Manhattan,WEST   23 STREET,10011,A
50015405,LA MASA RESTAURANT,Bronx,MORRIS PARK AVENUE,10462,A
50017218,TSOB-TSOBE CAFE LOUNGE BAR,Brooklyn,CONEY ISLAND AVENUE,11235,B
50017020,ORA DI PASTA,Manhattan,WEST   58 STREET,10019,A
40993542,CAFE 28,Manhattan,5 AVENUE,10016,A
41615714,MISTURA PERUANA RESTAURANT,Queens,JAMAICA AVENUE,11421,A
41317579,BELFRY,Manhattan,EAST   14 STREET,10003,A
41704437,MA-N-POP SOUL FOOD,Brooklyn,LEWIS AVENUE,11233,B
41668846,FRUIT AND VEGETABLES ANAYELYS BOUTIQUE,Bronx,CRESCENT AVENUE,10458,B
50046468,KAHVE,Manhattan,10 AVENUE,10036,A
50096086,PARIS,Brooklyn,20 AVENUE,11214,A
50103301,MOGE TEE,Brooklyn,59 STREET,11220,N
50078829,NEW SUCCESS CHINESE,Queens,FARMERS BLVD,11434,A
41627762,PICCOLINO,Staten Island,AMBOY ROAD,10308,A
41417541,TROPICAL FANTASY BAR AND LOUNGE,Queens,173 STREET,11433,B
50036114,LUCKY STRIKE,Manhattan,GRAND STREET,10013,A
50053339,ANTHONY'S AND SALS PIZZA EXPRESS,Bronx,WILLIAMSBRIDGE ROAD,10461,A
50069838,"FOREVER JERK, LLC",Queens,GUY R BREWER BLVD,11434,C
41169052,DAVE & BUSTER'S,Manhattan,WEST   42 STREET,10036,A
41548334,55 THOMAS CAFE,Manhattan,THOMAS STREET,10013,A
50079299,TEXAS CHICKEN AND BURGERS,Brooklyn,CONEY ISLAND AVENUE,11230,A
40991382,"COZY CORNER, CHICKEN LOVER",Manhattan,2 AVENUE,10065,A
50101632,DUNKIN DONUTS,Staten Island,FOREST AVENUE,10302,A
50067439,A TASTE OF SEAFOOD,Manhattan,3 AVENUE,10029,A
50005886,APNAR PHARMACY,Queens,HILLSIDE AVE,11432,A
50005944,THE MOONLIGHTMILE,Brooklyn,FRANKLIN STREET,11222,A
40510293,DON PEPIS DELICATESSEN,Manhattan,AMTRAK LEVEL,10001,A
50058916,LA ESQUINA,Manhattan,WEST   55 STREET,10019,A
40570920,PADDY REILLY'S BAR,Manhattan,2 AVENUE,10016,B
41102190,AMICI BAKERY,Staten Island,ARTHUR KILL ROAD,10312,C
41600159,JIMBO'S HAMBURGER PALACE,Manhattan,WEST  145 STREET,10039,C
50107105,FALLSBURG BAGELS,Brooklyn,16 AVENUE,11204,N
41718160,CARBONE,Manhattan,THOMPSON STREET,10012,A
50050381,PANDA EXPRESS,Manhattan,8 AVENUE,10001,P
50059415,TRATTORIA IL GUSTO,Manhattan,COLUMBUS AVENUE,10024,A
41537509,SPRITZENHAUS,Brooklyn,GUERNSEY STREET,11222,A
50056074,ABRACO,Manhattan,EAST    7 STREET,10003,B
41252384,ROYAL BANGLADESH INDIAN RESTAURANT,Manhattan,1 AVENUE,10003,A
50062747,CHIPOTLE MEXICAN GRILL,Brooklyn,CROPSEY AVENUE,11214,A
50033767,FEAST ON US,Manhattan,HUDSON STREET,10014,B
50001484,TOYAMA CUISINE,Brooklyn,7 AVENUE,11220,A
50052226,LITTLE NEGRIL JAMAICAN CUISINE,Bronx,BOSTON ROAD,10469,A
50108220,The Meatup Grill LLC,Queens,BEACH  116 STREET,11694,N
50052917,MERRIWEATHER,Manhattan,HUDSON STREET,10014,A
50014974,LUCKY EIGHT RESTAURANT,Brooklyn,8 AVENUE,11220,B
50044265,NEW TASTE RESTAURANT,Queens,CORONA AVE,11373,A
40387746,ROSEBANK TAVERN,Staten Island,BAY STREET,10305,B
50032988,LA LOTERIA,Manhattan,7 AVENUE SOUTH,10014,A
50011097,OSCAR'S PLACE,Manhattan,HUDSON STREET,10014,A
41322345,DUNKIN & BASKIN ROBBINS,Queens,JAMAICA AVENUE,11421,A
50073301,DEBUTEA,Manhattan,THOMPSON STREET,10012,A
40536785,CONNECTICUT MUFFIN,Brooklyn,7 AVENUE,11215,A
40513798,SOHO GRAND HOTEL,Manhattan,WEST BROADWAY,10013,A
41621807,"WEI WEST, BEANS & GREENS",Manhattan,NORTH END AVENUE,10282,A
50061163,SOUL FOOD,Brooklyn,KINGSTON AVE,11213,A
40375839,COZY SOUP & BURGER,Manhattan,BROADWAY,10003,A
41156192,LANTERN,Brooklyn,MONTAGUE STREET,11201,A
41277596,BURGER KING,Queens,ASTORIA BOULEVARD,11369,A
41720851,BRAVO CAFE,Bronx,UNIONPORT ROAD,10462,B
50009332,SPRINKLES CUPCAKES,Manhattan,VESEY STREET,10281,A
50100715,JULIA TEA & DIM SUM HOUSE,Manhattan,MOTT STREET,10013,A
41553996,SOL DE QUITO RESTAURANT,Brooklyn,IRVING AVENUE,11237,B
50042290,HOMETOWN HOTPOT & BBQ,Manhattan,GRAND STREET,10013,A
40364518,7B BAR,Manhattan,AVENUE B,10009,A
50059027,DEMO KITCHEN,Manhattan,3 AVENUE,10022,A
40395872,CARIDAD RESTAURANT,Manhattan,BROADWAY,10031,A
50108981,DISH FOOD & EVENTS,Brooklyn,COLUMBIA STREET,11231,A
40617736,BOTTINO,Manhattan,10 AVENUE,10001,A
50059945,LOTUS 1,Queens,31ST AVE,11103,A
41631331,GABRIELS PALACE,Queens,63RD DR,11374,A
50051405,FRANK'S PIZZERIA,Brooklyn,AVENUE P,11223,A
50079781,THE MAXWELL,Manhattan,LEXINGTON AVENUE,10022,A
41455231,SUBWAY,Queens,JAMAICA AVENUE,11432,A
50073680,SWEET CATS CAFE,Queens,UNION TPKE,11366,A
41377474,BACK HOME II RESTAURANT,Bronx,EAST  169 STREET,10456,A
41688103,PRESS DINING & BEER ROOM,Brooklyn,ATLANTIC AVENUE,11217,A
41708729,ENERGY FUEL CAFE,Brooklyn,5 AVENUE,11215,A
50090462,BROADWAY FISH MARKET,Queens,BROADWAY,11103,P
40396494,CORNER CAFE AND BAKERY,Manhattan,THIRD AVENUE,10128,P
41502782,BLUE AGAVE,Brooklyn,3 AVENUE,11209,A
50010316,WING GONG RESTAURANT,Manhattan,1 AVENUE,10029,A
50034094,BROTHERS BAKERY CAFE,Manhattan,2 AVENUE,10029,A
50094093,THE FICTION,Brooklyn,HOOPER STREET,11211,B
50018036,BUSHWICK PUBLIC HOUSE,Brooklyn,CENTRAL AVENUE,11221,A
41690830,CHEN'S GARDEN,Bronx,WILLIS AVENUE,10454,A
50073481,RAWMANTIC CHOCOLATE,Manhattan,1 AVENUE,10022,A
50006308,GASTROTECA ASTORIA,Queens,34TH AVE,11106,A
50096038,HAIDILAO HOT POT,Queens,39TH AVE,11354,N
50089290,GRANO DE CAFE,Queens,NORTHERN BLVD,11368,A
50017404,KAM MAN KITCHEN,Bronx,EAST  204 STREET,10467,A
41616112,NFL-HUDDLE CAFE,Manhattan,PARK AVENUE,10154,A
50099506,ROYAL FRIED CHICKEN,Manhattan,AVENUE D,10009,P
40397056,SHARMEL CATERERS,Queens,EMPIRE AVENUE,11691,A
50048124,KOFTE PIYAZ RESTAURANT,Brooklyn,5 AVENUE,11232,A
41701492,SAGAR CHINESE,Queens,HOMELAWN STREET,11432,A
41354676,ALI BABA'S TERRACE,Manhattan,2 AVENUE,10017,A
41571350,"THE MET GRILL, DOUBLE TREE HOTEL",Manhattan,LEXINGTON AVENUE,10022,B
50018456,NATIVE BEAN,Manhattan,AVENUE A,10009,A
50098023,MJ'S PIZZERIA,Queens,BAISLEY BLVD,11434,A
