Airbnb_id,Host_id,Borough Code,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365
1350055,2035472,3,40.7145,-73.95989,Entire home/apt,250,30,2,1,333
1354775,7353062,1,40.72536,-73.99414,Entire home/apt,250,30,0,1,244
1596603,2390919,4,40.75924,-73.93317,Shared room,250,30,47,1,0
1678380,8871907,1,40.72264,-73.9974,Entire home/apt,250,2,1,1,66
1717226,9053876,3,40.67921,-73.93711,Entire home/apt,250,7,19,1,296
1781052,9348961,1,40.76375,-73.98242,Entire home/apt,250,30,1,1,0
1925224,9946315,3,40.71629,-73.95362,Entire home/apt,250,8,88,1,125
2022920,8214568,1,40.78081,-73.95045,Entire home/apt,250,30,0,1,0
2022958,195168,1,40.76639,-73.98449,Entire home/apt,250,30,16,1,0
2050406,10406601,1,40.75415,-73.9731,Entire home/apt,250,30,0,1,0
2203450,1500487,3,40.71716,-73.95267,Entire home/apt,250,30,0,1,0
2214323,4237535,1,40.71903,-73.99478,Entire home/apt,250,30,123,1,276
2215157,11298622,1,40.82621,-73.94424,Entire home/apt,250,30,0,1,0
2237981,2261678,1,40.77505,-73.94905,Entire home/apt,250,30,0,1,0
2279335,7009234,3,40.71947,-73.9552,Entire home/apt,250,30,3,1,0
2281147,7580102,1,40.76267,-73.97997,Private room,250,4,20,3,302
2301258,11753837,3,40.67097,-73.97446,Entire home/apt,250,2,14,1,5
2404708,12290324,3,40.72172,-73.96155,Entire home/apt,250,30,26,1,114
2468186,4665764,1,40.79729,-73.96324,Entire home/apt,250,30,20,1,30
2482036,12697791,1,40.74329,-74.00169,Entire home/apt,250,30,74,1,259
2529842,11301701,1,40.76426,-73.98017,Private room,250,30,0,1,365
2722693,3280997,1,40.76562,-73.98462,Entire home/apt,250,30,1,1,0
2941297,1495881,1,40.74135,-74.00069,Entire home/apt,250,30,6,1,0
3012871,1504257,3,40.71672,-73.95765,Entire home/apt,250,30,31,2,292
3132960,2472358,3,40.67877,-73.97741,Entire home/apt,250,10,2,1,9
3171234,2416036,3,40.71749,-73.96166,Entire home/apt,250,120,0,1,0
3219835,16305093,3,40.65782,-73.97523,Entire home/apt,250,30,0,1,0
3241858,1866033,1,40.7663,-73.96551,Entire home/apt,250,30,112,1,88
3302932,2082345,4,40.6921,-73.84813,Entire home/apt,250,30,0,1,0
3315933,12774721,1,40.76884,-73.95828,Entire home/apt,250,30,4,1,0
3352608,16916853,3,40.60883,-73.94803,Entire home/apt,250,30,10,3,363
3378576,6273146,3,40.70935,-73.94614,Private room,250,30,0,1,0
3448037,634096,3,40.71662,-73.95736,Entire home/apt,250,30,0,1,0
3519172,17719747,3,40.69039,-73.97007,Entire home/apt,250,30,24,1,347
3529888,9952523,3,40.66942,-73.94938,Entire home/apt,250,3,10,2,0
3544530,2972733,3,40.67209,-73.95906,Entire home/apt,250,30,3,1,7
3548257,17862696,3,40.67149,-73.99151,Entire home/apt,250,30,10,2,350
3600518,4367602,1,40.73449,-73.98569,Entire home/apt,250,31,0,1,365
3683236,378737,3,40.68895,-73.92869,Private room,250,30,0,1,365
3870294,736815,1,40.72476,-73.98509,Entire home/apt,250,4,32,1,0
3876850,20033436,1,40.79179,-73.97541,Private room,250,30,6,1,365
3914773,2045335,1,40.78271,-73.97389,Private room,250,3,57,1,365
3930878,20364466,1,40.72524,-73.98074,Entire home/apt,250,30,7,1,0
4088506,2436652,3,40.71427,-73.95915,Entire home/apt,250,60,47,1,235
4163804,15573381,1,40.78085,-73.98471,Entire home/apt,250,30,0,1,0
4232865,21964818,1,40.78263,-73.97596,Entire home/apt,250,30,1,1,0
4248788,22047286,1,40.77686,-73.9788,Entire home/apt,250,30,5,1,0
4296956,22307859,3,40.63725,-73.89452,Entire home/apt,250,3,25,2,176
4421826,22927646,1,40.77371,-73.95007,Entire home/apt,250,30,0,1,0
4454400,454009,1,40.77548,-73.95719,Entire home/apt,250,30,0,1,0
4497963,10225905,1,40.73474,-74.00867,Entire home/apt,250,30,0,1,0
4576206,22017065,3,40.68102,-73.97028,Entire home/apt,250,3,49,1,260
4611256,626876,1,40.78097,-73.95035,Private room,250,30,0,2,0
4611295,626876,1,40.77925,-73.94946,Private room,250,30,0,2,0
4629753,21785284,3,40.678,-73.99803,Private room,250,30,5,1,0
4637053,24009463,4,40.76601,-73.93388,Entire home/apt,250,180,176,2,365
4717296,24009463,4,40.76624,-73.93338,Entire home/apt,250,180,97,2,90
4746171,24450948,1,40.72774,-73.98273,Entire home/apt,250,30,11,1,0
4762718,22814290,1,40.78321,-73.98448,Entire home/apt,250,30,0,1,0
4791389,4923436,1,40.74077,-73.98569,Entire home/apt,250,30,2,1,0
4798794,1660906,1,40.73397,-74.0048,Entire home/apt,250,30,3,1,0
4885569,17056215,1,40.73053,-74.00097,Entire home/apt,250,30,41,2,227
4887727,3339901,1,40.72369,-73.99406,Entire home/apt,250,30,7,1,0
4921548,25237492,1,40.78337,-73.98347,Entire home/apt,250,30,21,34,297
5050369,23465153,1,40.72536,-73.9856,Entire home/apt,250,30,0,1,0
5084095,1700398,1,40.77483,-73.95237,Entire home/apt,250,30,0,1,0
5259407,2119276,1,40.73205,-74.0064,Entire home/apt,250,30,3,31,264
5363874,17982486,1,40.74259,-73.97949,Entire home/apt,250,30,14,1,334
5550377,13972159,1,40.72838,-73.98046,Entire home/apt,250,30,12,1,0
5602369,1407325,3,40.67965,-73.97287,Entire home/apt,250,5,18,1,0
5869197,30475154,1,40.7763,-73.98939,Entire home/apt,250,30,3,1,0
5919646,410962,1,40.76905,-73.98515,Entire home/apt,250,4,20,1,0
6006711,28429835,1,40.72896,-73.98725,Private room,250,30,1,1,0
6155857,7573842,1,40.73215,-74.00318,Entire home/apt,250,30,1,1,0
6198636,31877774,1,40.77836,-73.98119,Entire home/apt,250,30,1,1,0
6220514,31617949,1,40.72332,-73.97914,Entire home/apt,250,30,25,1,0
6232987,32340523,1,40.74325,-73.9735,Entire home/apt,250,30,0,1,0
6373379,33212205,1,40.75506,-73.96887,Entire home/apt,250,30,0,1,0
6436433,2433524,1,40.77909,-73.94886,Entire home/apt,250,30,0,1,0
6581248,34426902,1,40.79985,-73.9698,Entire home/apt,250,30,0,1,80
6627016,263614,3,40.72018,-73.95296,Entire home/apt,250,30,1,1,0
6662422,34873920,3,40.68108,-73.97724,Entire home/apt,250,30,0,1,0
6804319,20279153,3,40.67895,-73.96302,Entire home/apt,250,5,3,1,0
6853661,35914632,1,40.71937,-73.9864,Entire home/apt,250,30,2,1,0
6946479,204472,3,40.66816,-73.9858,Entire home/apt,250,30,2,1,0
6948161,24806455,1,40.74815,-73.99417,Entire home/apt,250,30,0,1,0
7265118,7118658,1,40.84708,-73.94258,Private room,250,30,11,1,365
7417520,37028138,1,40.72228,-73.9838,Entire home/apt,250,30,21,1,0
7500030,19976579,1,40.72682,-73.97845,Entire home/apt,250,30,0,1,0
7602426,18008678,1,40.80269,-73.97075,Entire home/apt,250,30,18,2,0
7725030,7456416,3,40.68605,-73.96021,Entire home/apt,250,30,2,2,0
7884922,7139819,1,40.74716,-74.00047,Entire home/apt,250,30,2,1,0
7980191,27331181,1,40.74763,-73.9733,Entire home/apt,250,30,26,1,0
8034665,42237225,1,40.80083,-73.95584,Private room,250,30,22,1,0
8052243,16396888,3,40.71006,-73.95371,Entire home/apt,250,30,3,1,0
8117729,1106804,1,40.72961,-73.98031,Entire home/apt,250,31,2,1,0
8135144,42959506,1,40.76213,-73.99029,Entire home/apt,250,3,75,1,300
8153240,10134825,1,40.71495,-73.98594,Entire home/apt,250,30,0,4,0
8225210,43370599,1,40.81298,-73.94114,Entire home/apt,250,30,0,1,89
8313370,3473097,1,40.78094,-73.95285,Entire home/apt,250,360,2,1,0
8335547,1237358,1,40.72291,-73.98996,Entire home/apt,250,30,1,1,0
8398120,17871237,3,40.71599,-73.95514,Private room,250,30,0,1,0
8481074,44666806,1,40.72549,-73.98474,Entire home/apt,250,30,2,1,0
8523910,44882587,1,40.72774,-73.98051,Entire home/apt,250,30,1,1,0
8554425,45029559,1,40.7389,-74.00342,Entire home/apt,250,30,1,1,0
8809578,14914020,1,40.74515,-74.00309,Entire home/apt,250,30,1,1,0
8839938,46293809,1,40.74296,-73.99688,Entire home/apt,250,30,0,1,0
8845002,21172422,1,40.74334,-74.004,Entire home/apt,250,30,1,1,0
8865020,46404051,1,40.76382,-73.98217,Entire home/apt,250,30,1,1,0
8985316,46941561,1,40.76169,-73.96269,Entire home/apt,250,90,28,1,45
9063266,47275801,3,40.71253,-73.95403,Entire home/apt,250,30,1,1,0
9112676,1202621,1,40.78721,-73.97168,Entire home/apt,250,30,45,1,233
9242243,3335559,1,40.76213,-73.9757,Entire home/apt,250,1,20,1,287
9282032,4835399,1,40.74154,-73.97958,Entire home/apt,250,30,0,1,0
9324841,9659504,3,40.71499,-73.9463,Entire home/apt,250,30,10,1,62
9359564,19195540,1,40.71893,-73.99218,Entire home/apt,250,32,40,3,0
9368365,22157668,1,40.77949,-73.98435,Entire home/apt,250,30,0,1,0
9370538,6452596,1,40.71582,-73.98862,Entire home/apt,250,30,1,1,0
9374263,48638439,4,40.66198,-73.77019,Entire home/apt,250,30,68,2,365
9411467,24600395,1,40.74695,-74.00123,Entire home/apt,250,30,27,1,257
9476212,9721574,1,40.73147,-74.00938,Entire home/apt,250,30,0,1,0
9492069,171213,1,40.70959,-74.00585,Entire home/apt,250,30,0,1,0
9575961,69510,1,40.74632,-74.00517,Entire home/apt,250,30,1,1,0
9746225,14005489,1,40.72713,-74.0059,Entire home/apt,250,30,0,1,0
9753018,1527888,3,40.71073,-73.95263,Entire home/apt,250,31,8,1,0
9838145,5904463,1,40.72489,-73.98256,Entire home/apt,250,30,0,4,0
9857658,6355999,1,40.74195,-74.00136,Entire home/apt,250,30,3,1,0
9866039,314008,1,40.75319,-73.97223,Entire home/apt,250,14,9,1,0
9969773,39695769,3,40.66787,-73.99102,Entire home/apt,250,30,0,1,0
9973211,51248093,4,40.77846,-73.91599,Entire home/apt,250,30,0,1,0
9976190,46976876,1,40.72491,-73.98959,Entire home/apt,250,30,0,2,0
10030753,51496578,1,40.71523,-73.98084,Entire home/apt,250,30,0,1,0
10117624,12190846,3,40.71986,-73.95368,Entire home/apt,250,30,0,1,0
10243895,5162192,1,40.78256,-73.9758,Entire home/apt,250,30,94,13,2
10403199,29065752,3,40.71886,-73.94522,Entire home/apt,250,30,0,1,365
10412006,53618094,1,40.72439,-73.99639,Entire home/apt,250,30,0,1,0
10702506,23778489,1,40.7232,-73.98487,Entire home/apt,250,30,10,1,364
10787042,16430584,1,40.76538,-73.99534,Entire home/apt,250,30,3,1,0
10810807,5397742,3,40.70018,-73.99236,Entire home/apt,250,30,0,1,0
11037105,57275881,3,40.70993,-73.95776,Entire home/apt,250,30,0,1,0
11282348,58931360,1,40.77656,-73.98325,Entire home/apt,250,30,6,1,0
11304325,59095370,1,40.73259,-74.0047,Entire home/apt,250,30,1,1,0
11399898,23590752,1,40.72164,-73.98345,Entire home/apt,250,2,17,1,4
11442506,24405972,1,40.77591,-73.98384,Entire home/apt,250,30,3,1,0
11477920,23183510,3,40.6864,-73.93869,Entire home/apt,250,30,2,3,365
11491696,60502606,1,40.78838,-73.97892,Entire home/apt,250,30,0,1,0
11782120,40219037,1,40.7639,-73.99433,Entire home/apt,250,3,152,1,221
11812986,1162642,1,40.72295,-73.99481,Private room,250,30,2,2,0
11943846,50976547,1,40.72103,-73.98258,Entire home/apt,250,30,1,1,0
12153709,167796,1,40.80237,-73.9437,Private room,250,30,0,1,0
12210323,65670239,3,40.64247,-73.94873,Entire home/apt,250,2,54,1,334
12346131,23732730,2,40.86168,-73.84776,Entire home/apt,250,30,91,3,365
12598446,5162192,1,40.79653,-73.96223,Entire home/apt,250,30,5,13,253
12888849,16476167,1,40.74663,-73.98487,Entire home/apt,250,366,0,1,365
12999167,19726948,1,40.72035,-73.98817,Entire home/apt,250,30,176,1,0
13037692,66326553,1,40.76092,-73.99159,Entire home/apt,250,30,120,5,5
13044589,6462802,3,40.66476,-73.98473,Entire home/apt,250,30,4,1,0
13114019,34761471,1,40.74372,-74.00259,Entire home/apt,250,30,18,1,0
13126582,73069526,1,40.76536,-73.98825,Entire home/apt,250,30,52,1,0
13209482,34386241,1,40.72779,-73.98482,Entire home/apt,250,30,18,2,0
13217241,74130179,1,40.72234,-73.99686,Entire home/apt,250,30,30,1,122
13292993,29183572,1,40.74399,-73.97822,Entire home/apt,250,30,2,1,0
13564134,78176513,1,40.81616,-73.94991,Entire home/apt,250,3,70,1,333
13572767,69541888,3,40.71559,-73.94864,Entire home/apt,250,30,1,1,0
13613919,40869788,3,40.6836,-73.99925,Entire home/apt,250,30,4,1,0
13915004,7177483,1,40.80454,-73.95593,Entire home/apt,250,30,10,1,0
14056307,32919123,1,40.74568,-73.99744,Entire home/apt,250,30,1,1,0
14109485,67252331,3,40.6637,-73.98301,Entire home/apt,250,4,34,1,0
14530298,595368,1,40.79193,-73.97388,Entire home/apt,250,30,0,1,358
14568858,10441070,3,40.71991,-73.94071,Entire home/apt,250,4,4,1,0
14856763,4932876,3,40.68925,-73.9414,Entire home/apt,250,30,0,2,0
15098355,23303311,1,40.76122,-73.99782,Private room,250,30,1,1,0
15234771,85923274,1,40.72187,-73.98748,Entire home/apt,250,30,15,1,0
15268654,67213712,3,40.68116,-73.99139,Entire home/apt,250,30,130,1,186
15518025,24634123,1,40.73069,-73.98428,Entire home/apt,250,30,1,1,0
15896468,2089329,1,40.79251,-73.93976,Entire home/apt,250,3,7,1,0
16012941,8531067,1,40.79338,-73.97176,Entire home/apt,250,30,2,1,0
16112663,93742479,1,40.77328,-73.94602,Entire home/apt,250,30,11,1,0
16145871,30826993,3,40.67472,-73.98463,Entire home/apt,250,30,55,1,0
16229585,2279300,1,40.72998,-74.00157,Entire home/apt,250,2,46,1,265
16244878,2336118,1,40.71775,-74.00028,Entire home/apt,250,30,12,1,0
16268946,4308095,1,40.73881,-74.00075,Entire home/apt,250,30,9,1,0
16440966,1514814,1,40.72673,-73.98302,Entire home/apt,250,30,1,1,266
16778711,2938381,3,40.6803,-73.96479,Entire home/apt,250,30,195,1,0
17042235,25967444,3,40.71222,-73.96229,Entire home/apt,250,30,15,1,0
17298366,50153931,3,40.70349,-73.98607,Entire home/apt,250,30,0,1,0
17316565,116854478,3,40.68346,-73.99898,Entire home/apt,250,30,0,1,0
17481087,24037775,1,40.74276,-73.99421,Entire home/apt,250,4,1,1,0
17899730,94382194,2,40.84685,-73.89016,Entire home/apt,250,1,51,1,179
18006977,886646,1,40.72185,-73.99526,Entire home/apt,250,2,7,1,0
18355480,16718650,3,40.71131,-73.95846,Private room,250,30,0,1,0
18587083,97543375,3,40.71498,-73.9396,Private room,250,2,5,2,0
18735653,2733815,3,40.67824,-74.00773,Entire home/apt,250,30,14,1,0
19012181,132644162,3,40.65861,-73.95851,Entire home/apt,250,30,1,1,0
19015721,3309783,1,40.80565,-73.95496,Private room,250,30,3,1,0
19117322,131218877,1,40.75659,-73.97826,Entire home/apt,250,30,1,1,0
19356281,11495231,3,40.7276,-73.95999,Entire home/apt,250,30,0,1,0
19383561,9597266,1,40.74048,-74.00397,Entire home/apt,250,30,1,1,0
19456350,126144914,1,40.77948,-73.98525,Entire home/apt,250,30,5,1,0
19475005,5180222,1,40.87046,-73.92263,Entire home/apt,250,30,5,1,0
19603624,71811779,1,40.73216,-74.001,Entire home/apt,250,30,0,1,0
19618958,7737249,1,40.71613,-73.99075,Entire home/apt,250,30,76,2,0
19623349,16260034,3,40.6757,-73.93539,Entire home/apt,250,30,0,1,0
19720877,7627586,3,40.69361,-73.99431,Entire home/apt,250,30,9,1,0
19738695,24559181,1,40.76242,-73.9658,Entire home/apt,250,1,30,3,286
19911716,8258751,1,40.72676,-73.99698,Entire home/apt,250,30,3,1,0
20048909,14680684,1,40.7385,-74.00503,Entire home/apt,250,30,5,1,0
20424288,625403,1,40.72364,-74.00401,Entire home/apt,250,1,1,1,0
20438015,15004693,1,40.78383,-73.97281,Entire home/apt,250,30,2,1,0
20497853,45596004,1,40.74496,-73.97803,Private room,250,30,0,1,0
20685952,129602851,2,40.83072,-73.84853,Entire home/apt,250,30,3,2,358
20728100,144687306,3,40.65452,-73.95222,Entire home/apt,250,2,32,5,32
20740322,147647020,1,40.72377,-73.99518,Entire home/apt,250,30,0,1,0
20795854,69992824,3,40.68199,-73.94041,Entire home/apt,250,30,3,1,179
20820417,66096509,1,40.79514,-73.94289,Entire home/apt,250,30,17,1,0
21188044,67869496,3,40.6224,-73.94407,Entire home/apt,250,30,0,1,0
21212045,50073087,1,40.78439,-73.97489,Entire home/apt,250,90,9,1,178
21239226,153509107,1,40.73798,-73.98559,Entire home/apt,250,30,0,1,0
21321273,126346950,1,40.72529,-73.98213,Entire home/apt,250,30,1,1,0
21392488,118697704,4,40.71423,-73.87484,Entire home/apt,250,30,5,1,14
21649172,4431637,1,40.79913,-73.97153,Entire home/apt,250,6,5,1,168
21995927,4683188,1,40.77684,-73.95614,Entire home/apt,250,30,0,1,0
22126122,1931414,1,40.79678,-73.9716,Private room,250,30,1,1,0
22143436,22967048,1,40.75189,-73.99668,Entire home/apt,250,3,56,1,58
22154118,16725099,3,40.71728,-73.9499,Entire home/apt,250,30,1,1,0
22187524,1661245,3,40.71091,-73.96674,Entire home/apt,250,30,2,1,0
22276602,128560208,3,40.70429,-73.93627,Entire home/apt,250,7,3,1,169
22308705,23165019,3,40.70626,-73.94945,Private room,250,30,8,1,0
22481246,92856787,1,40.76127,-73.99557,Entire home/apt,250,30,117,1,365
22485658,806010,3,40.68859,-73.95214,Entire home/apt,250,30,5,1,244
22599828,15102235,3,40.68702,-73.99739,Entire home/apt,250,6,79,3,99
22636548,158563237,1,40.87168,-73.91903,Entire home/apt,250,30,19,1,364
23001611,129782365,1,40.72966,-73.98081,Entire home/apt,250,30,0,1,0
23037039,25001097,3,40.68218,-73.92005,Entire home/apt,250,8,9,1,0
23288667,173373234,3,40.60829,-73.99467,Entire home/apt,250,30,19,2,179
23545793,163621622,3,40.64769,-73.90473,Entire home/apt,250,3,83,1,176
23612855,99256824,1,40.82185,-73.9505,Entire home/apt,250,30,0,1,0
23684864,13788158,3,40.69344,-73.97183,Entire home/apt,250,3,71,2,116
23781939,22866437,1,40.77716,-73.98029,Entire home/apt,250,30,2,1,0
23855529,101568108,1,40.80126,-73.95554,Entire home/apt,250,30,4,1,25
23957358,167157909,1,40.72065,-73.98839,Entire home/apt,250,30,1,1,177
24097816,2163683,1,40.78013,-73.9496,Entire home/apt,250,50,0,1,0
24676594,186501476,1,40.7289,-74.00046,Entire home/apt,250,30,6,1,0
24798903,21764391,3,40.7119,-73.95757,Entire home/apt,250,30,12,1,238
25057198,16205855,1,40.79178,-73.97397,Entire home/apt,250,30,0,1,0
25135694,1494472,3,40.69703,-73.97332,Entire home/apt,250,30,0,5,365
25169866,19002326,1,40.73202,-73.98359,Entire home/apt,250,30,0,1,0
25804768,193910244,3,40.67749,-73.95139,Entire home/apt,250,30,20,1,0
26033190,16638733,3,40.71792,-73.94335,Entire home/apt,250,30,0,1,358
26357357,44927221,1,40.78781,-73.95414,Entire home/apt,250,30,66,1,40
26770455,46844755,1,40.76302,-73.97783,Private room,250,30,1,1,0
26813575,13885459,1,40.76477,-73.99287,Entire home/apt,250,30,2,1,90
26914676,62792657,3,40.68513,-73.98348,Entire home/apt,250,3,7,1,0
26993244,132883657,3,40.67023,-73.98924,Entire home/apt,250,30,9,1,0
27088944,2102205,1,40.73913,-74.00124,Entire home/apt,250,30,15,1,0
27188155,192554415,1,40.72839,-73.98692,Entire home/apt,250,6,47,1,115
27215273,200380610,1,40.75592,-73.96325,Entire home/apt,250,30,0,56,245
27357537,28380119,3,40.71104,-73.96892,Entire home/apt,250,30,5,1,0
27417822,200380610,1,40.77757,-73.98297,Entire home/apt,250,30,0,56,307
27540102,206972453,1,40.72166,-73.99554,Entire home/apt,250,30,17,1,0
27570074,1898675,3,40.6626,-73.95608,Entire home/apt,250,4,87,1,271
27730757,7087709,3,40.68918,-73.98771,Entire home/apt,250,30,47,1,91
27774740,60928518,3,40.67765,-74.00127,Entire home/apt,250,2,90,1,125
27989719,38886949,3,40.67875,-73.97009,Private room,250,30,0,1,0
28012756,159757254,3,40.70352,-73.93342,Private room,250,30,0,1,179
28076544,1494472,3,40.69862,-73.97398,Entire home/apt,250,30,1,5,304
28216267,11543355,1,40.76002,-73.99708,Entire home/apt,250,30,0,1,0
28461316,82736848,1,40.81061,-73.96492,Entire home/apt,250,30,2,1,0
28616009,215967566,4,40.75052,-73.8798,Entire home/apt,250,30,62,1,88
28730408,171433016,3,40.68437,-73.96584,Entire home/apt,250,5,74,1,26
28757927,64898741,4,40.75882,-73.9297,Private room,250,30,7,2,90
28940279,40742174,3,40.71122,-73.95769,Entire home/apt,250,30,1,1,0
29149377,7117383,1,40.72545,-73.97975,Entire home/apt,250,30,2,1,119
29332188,439827,3,40.72952,-73.95362,Entire home/apt,250,30,0,1,59
29520126,11923041,3,40.71577,-73.95906,Entire home/apt,250,30,0,1,0
29531069,150316502,3,40.72616,-73.95646,Private room,250,30,2,1,180
29700761,1784096,3,40.66826,-73.99037,Entire home/apt,250,3,7,1,258
29701465,10843764,3,40.67058,-73.94832,Entire home/apt,250,30,1,2,0
29776797,224029433,3,40.68304,-73.96479,Entire home/apt,250,30,42,1,149
29782013,39052053,1,40.70707,-74.00791,Entire home/apt,250,30,3,1,178
29965481,116995217,4,40.65653,-73.832,Entire home/apt,250,2,244,1,162
30082832,226048286,3,40.69509,-73.96605,Entire home/apt,250,3,96,1,268
30088906,226088610,1,40.77011,-73.95208,Entire home/apt,250,30,0,1,83
30398373,228257645,1,40.7626,-73.97876,Entire home/apt,250,7,9,1,0
30528541,95575605,1,40.74731,-73.98871,Entire home/apt,250,30,0,1,0
30537849,21527486,3,40.67325,-73.97884,Entire home/apt,250,30,15,1,106
30539307,229149668,3,40.68415,-73.9565,Entire home/apt,250,3,45,3,176
30911300,231007291,1,40.77439,-73.9543,Entire home/apt,250,30,18,1,0
30912673,50760546,3,40.70865,-73.96876,Entire home/apt,250,180,0,28,58
30927973,103581279,1,40.7538,-73.97288,Entire home/apt,250,2,8,3,0
30981245,17981316,1,40.71268,-73.99916,Entire home/apt,250,7,2,1,0
31316889,40245658,1,40.76379,-73.98942,Private room,250,2,27,2,194
31353678,110902412,3,40.65812,-73.96166,Entire home/apt,250,4,49,1,19
31533518,21429624,1,40.7117,-73.99033,Entire home/apt,250,30,1,1,83
31589769,214623686,3,40.68548,-73.95169,Entire home/apt,250,2,38,1,64
31593613,229695499,1,40.71853,-73.984,Private room,250,1,0,2,243
31596519,3246916,3,40.70466,-73.93335,Entire home/apt,250,30,3,1,0
31600930,57135136,4,40.59853,-73.7468,Entire home/apt,250,30,0,1,0
31670625,237283862,1,40.70396,-74.00699,Entire home/apt,250,30,6,1,0
31802796,30077950,1,40.7314,-73.98717,Entire home/apt,250,30,0,1,0
31924097,225011474,1,40.74408,-73.98435,Entire home/apt,250,30,70,2,0
32008192,5339839,3,40.68404,-73.95306,Entire home/apt,250,30,0,1,0
32086758,164242874,1,40.79396,-73.97387,Entire home/apt,250,30,52,1,0
32186503,241366983,1,40.76325,-73.99384,Entire home/apt,250,30,0,1,0
32434711,243627109,1,40.75158,-73.97134,Private room,250,30,4,1,0
32476906,25214775,1,40.72727,-73.99022,Entire home/apt,250,30,3,1,0
32816064,69426967,1,40.76044,-73.99643,Entire home/apt,250,30,1,1,0
32860008,10283936,3,40.69174,-73.95201,Entire home/apt,250,25,2,1,0
33097219,249104360,5,40.61483,-74.08846,Entire home/apt,250,5,14,1,151
33140204,5944855,3,40.69204,-73.93636,Entire home/apt,250,30,4,1,0
33223405,250149612,4,40.66918,-73.78709,Entire home/apt,250,3,69,1,334
33241978,24831061,1,40.76369,-73.9814,Hotel room,250,1,0,1,96
33310325,215556105,4,40.76724,-73.81619,Entire home/apt,250,7,2,3,59
33579970,64898741,4,40.75889,-73.93055,Entire home/apt,250,30,2,2,90
33664484,157301360,4,40.72807,-73.82073,Entire home/apt,250,3,32,2,156
33777266,102221050,1,40.75867,-73.98757,Entire home/apt,250,30,2,1,365
34329708,9811865,3,40.73051,-73.95866,Entire home/apt,250,7,6,1,3
34340299,41213523,1,40.72899,-73.98091,Entire home/apt,250,30,7,1,0
34544360,997892,1,40.74091,-73.98078,Entire home/apt,250,30,0,1,89
34587796,457838,1,40.76369,-73.98985,Entire home/apt,250,30,3,1,0
34653507,72977337,1,40.73614,-73.98128,Entire home/apt,250,30,3,1,0
34668348,106538072,1,40.71582,-73.98719,Entire home/apt,250,2,3,1,0
34670672,8893700,4,40.58812,-73.795448,Entire home/apt,250,30,40,1,102
34838079,259968021,1,40.71708,-73.99736,Entire home/apt,250,30,29,1,270
34972828,13077418,4,40.74759,-73.91657,Entire home/apt,250,2,23,1,0
35087672,10549294,1,40.76997,-73.94894,Entire home/apt,250,30,3,2,0
35121524,997334,3,40.71322,-73.94666,Entire home/apt,250,30,8,1,71
35251947,248880851,4,40.58551,-73.8138,Entire home/apt,250,7,18,1,248
35287089,265662009,1,40.76877,-73.96808,Entire home/apt,250,30,5,2,213
35290565,265703830,3,40.69396,-73.94469,Private room,250,30,1,1,365
35352171,10664416,3,40.6869,-73.91998,Entire home/apt,250,90,16,2,63
35385465,8498596,3,40.71501,-73.94721,Entire home/apt,250,2,0,2,61
35536969,40275,3,40.69306,-73.95917,Entire home/apt,250,3,11,1,50
35664658,38184757,1,40.75793,-73.96487,Entire home/apt,250,30,0,1,56
35807543,25544585,4,40.58475,-73.81393,Entire home/apt,250,10,4,1,73
35875206,269836191,4,40.73183,-73.84833,Entire home/apt,250,30,4,1,0
35970385,11612418,3,40.71677,-73.9642,Entire home/apt,250,30,0,1,0
36137531,14499116,1,40.7344,-73.97523,Entire home/apt,250,30,0,1,0
36224443,158718264,1,40.76182,-73.9857,Entire home/apt,250,30,11,1,90
36300378,3335106,3,40.69114,-73.93041,Entire home/apt,250,30,5,1,127
36560602,145537757,1,40.78981,-73.97108,Entire home/apt,250,7,12,1,0
36701061,275324509,1,40.72856,-74.00443,Entire home/apt,250,30,8,1,365
36944046,11560683,1,40.71085,-74.00657,Entire home/apt,250,2,4,1,0
37117469,140981137,4,40.79144,-73.84316,Entire home/apt,250,1,7,1,0
37236534,25839532,3,40.68144,-73.97603,Entire home/apt,250,30,4,1,0
37424915,26479712,3,40.67826,-73.90924,Entire home/apt,250,30,6,2,364
37796664,90453529,5,40.59073056,-74.08004613,Entire home/apt,250,30,0,1,173
37878418,8429207,3,40.69044,-73.9672,Entire home/apt,250,4,4,1,91
37929467,19352298,1,40.71229,-74.00713,Entire home/apt,250,30,0,1,0
38070147,9518018,3,40.71356,-73.9571,Entire home/apt,250,30,0,1,0
38070409,74944205,1,40.7311,-73.98678,Entire home/apt,250,30,0,2,0
38299724,135051329,1,40.77034,-73.96015,Entire home/apt,250,5,1,2,0
38328970,1711798,3,40.70843,-73.9479,Entire home/apt,250,7,4,2,0
38382611,95994558,4,40.76793,-73.92834,Entire home/apt,250,30,7,1,0
38571450,60116071,3,40.67124,-73.97542,Entire home/apt,250,4,4,1,40
38667973,200380610,1,40.75557,-73.96266,Entire home/apt,250,30,0,56,364
38698551,225011474,1,40.74578,-73.98425,Entire home/apt,250,30,15,2,0
38724583,260258030,4,40.7242,-73.81021,Private room,250,1,14,3,269
38774302,260258030,4,40.72363,-73.81033,Private room,250,1,6,3,365
38774455,260258030,4,40.72423,-73.80877,Private room,250,1,6,3,365
38841106,27977002,1,40.7528,-73.97157,Private room,250,3,1,1,0
