Airbnb_id,Host_id,Borough Code,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365
41529631,129772930,3,40.72749,-73.95069,Entire home/apt,1500,3,2,1,79
43525694,135943556,3,40.6897,-73.92393,Entire home/apt,1500,31,0,1,178
44223269,356290430,3,40.69285,-73.9461,Private room,1500,30,0,1,178
44533446,138016927,1,40.70634,-74.00361,Private room,1500,30,0,1,365
46575308,221573750,1,40.72828,-73.99014,Private room,1500,1,2,3,58
47005438,2538621,1,40.71899,-74.00316,Entire home/apt,1500,30,0,1,9
47022274,2622925,1,40.72017,-74.0024,Entire home/apt,1500,30,0,1,6
48051434,44837740,1,40.75474,-73.99072,Entire home/apt,1500,1,0,2,364
49270303,21452140,3,40.6976,-73.97356,Entire home/apt,1500,1,0,2,182
7839109,10020844,1,40.70963,-74.01779,Entire home/apt,1499,30,1,1,7
25871075,17170106,1,40.73581,-73.99304,Entire home/apt,1499,30,3,1,0
46280962,372832765,3,40.70725,-73.93825,Private room,1499,30,0,11,365
46891626,372832765,3,40.70709,-73.93845,Private room,1499,1,0,11,364
47861433,172339405,3,40.68286,-73.9097,Entire home/apt,1499,1,10,3,341
50766010,410098547,1,40.76224,-73.97497,Private room,1499,1,1,1,61
51332671,372832765,3,40.7057,-73.93818,Private room,1499,1,0,11,365
50729211,406790259,1,40.75533,-73.99556,Private room,1496,3,2,39,331
51728440,406790259,1,40.75760583,-73.99496729,Private room,1496,3,0,39,338
51728630,406790259,1,40.75559362,-73.99486207,Private room,1496,3,0,39,352
43203702,27060185,1,40.78958,-73.96861,Entire home/apt,1495,14,1,1,258
6559926,26270573,1,40.77161,-73.95269,Entire home/apt,1491,30,107,1,270
29281407,4874700,3,40.72639,-73.94652,Entire home/apt,1485,2,6,1,169
43624165,292219806,3,40.6958,-73.97569,Entire home/apt,1478,30,0,13,312
43624168,292219806,3,40.69692,-73.97388,Entire home/apt,1478,30,2,13,31
43624174,292219806,3,40.69771,-73.9737,Entire home/apt,1478,30,0,13,31
51101602,301831302,1,40.82959,-73.943,Entire home/apt,1474,1,0,11,174
51875506,419855950,1,40.75565,-73.99408,Entire home/apt,1471,2,0,1,1
51631888,406790259,1,40.75549138,-73.99416533,Private room,1457,3,0,39,315
51728804,406790259,1,40.7576115,-73.99491993,Private room,1457,30,0,39,347
51729012,406790259,1,40.75579977,-73.99536749,Private room,1457,3,0,39,346
51729230,406790259,1,40.75713894,-73.99351074,Private room,1457,3,0,39,340
34221161,9295237,4,40.75631,-73.91447,Private room,1451,365,0,2,364
50436151,406790259,1,40.75742,-73.99493,Private room,1448,30,1,39,352
50543153,406790259,1,40.75545,-73.99537,Private room,1448,3,2,39,278
49224536,375864182,3,40.6901,-73.94233,Entire home/apt,1439,30,0,18,274
11359913,53356372,1,40.73386,-73.98201,Entire home/apt,1429,10,0,1,107
51968666,307197943,1,40.75433,-73.99982,Entire home/apt,1427,1,0,5,359
32137481,10476957,1,40.73067,-74.00089,Entire home/apt,1414,3,52,1,214
48715912,377953444,3,40.73122,-73.95502,Entire home/apt,1409,30,1,33,29
48716041,377953444,3,40.73001,-73.95651,Entire home/apt,1409,30,1,33,336
3979611,19407840,1,40.75465,-73.95662,Entire home/apt,1400,90,31,1,88
22065495,43960739,1,40.84503,-73.94167,Private room,1400,21,22,1,1
35198287,24643940,3,40.70669,-73.96522,Entire home/apt,1400,5,19,1,265
46078809,123745971,1,40.74631,-73.98057,Private room,1400,30,0,10,364
48351924,111876825,3,40.6703,-73.92208,Private room,1400,31,0,1,90
50506357,406790259,1,40.75694,-73.99547,Private room,1399,5,3,39,322
50523780,406790259,1,40.75562,-73.9933,Private room,1399,3,1,39,275
50524100,406790259,1,40.75761,-73.99359,Private room,1399,3,3,39,288
50590920,406790259,1,40.75544,-73.99568,Private room,1399,3,3,39,269
51749734,406790259,1,40.75684678,-73.99353656,Private room,1399,3,0,39,325
45142954,202873307,3,40.65147,-74.01334,Entire home/apt,1393,1,1,3,363
49651889,4989542,1,40.72095,-73.99047,Entire home/apt,1381,1,5,1,22
47919938,375310869,3,40.73139,-73.95525,Entire home/apt,1371,30,1,37,0
47920106,375310869,3,40.72974,-73.95638,Entire home/apt,1371,30,0,37,0
51944357,348619646,1,40.74645026,-73.98850697,Private room,1364,1,0,49,87
42063110,333387641,1,40.75368,-73.96823,Entire home/apt,1358,4,15,1,285
49011000,5615582,1,40.75105,-73.98628,Private room,1356,1,0,15,308
50433482,406790259,1,40.7572,-73.99379,Private room,1351,3,0,39,335
50458716,406790259,1,40.75743,-73.99368,Entire home/apt,1351,3,5,39,260
50523241,406790259,1,40.75673,-73.99345,Private room,1351,5,2,39,318
50638417,406790259,1,40.75535,-73.99563,Private room,1351,3,2,39,294
50638818,406790259,1,40.75723,-73.99331,Private room,1351,3,3,39,266
50729335,406790259,1,40.75757,-73.99525,Private room,1351,3,0,39,323
50899772,408542595,1,40.7575,-73.9947,Private room,1351,3,0,30,312
51729707,406790259,1,40.75694798,-73.99552553,Private room,1351,3,0,39,349
51729939,406790259,1,40.75685884,-73.99350979,Private room,1351,3,0,39,348
51748970,406790259,1,40.75730509,-73.99352185,Private room,1351,3,0,39,318
12343098,66640174,1,40.73144,-74.0094,Entire home/apt,1350,30,59,1,303
25511717,75110137,3,40.6846,-73.99069,Private room,1333,50,0,1,365
51326880,408542595,1,40.75558,-73.99355,Private room,1303,3,1,30,338
51729366,406790259,1,40.75532048,-73.99371093,Private room,1303,3,0,39,330
51729556,406790259,1,40.75593,-73.99375,Private room,1303,3,0,39,347
468613,2325861,1,40.72152,-73.99279,Private room,1300,30,0,1,0
11495797,60535711,1,40.76154,-73.9745,Private room,1300,2,21,2,253
12543988,17763535,3,40.7099,-73.95006,Private room,1300,30,0,1,0
30927844,138349238,1,40.80298,-73.96284,Private room,1300,30,0,1,365
32862140,17842449,1,40.74278,-73.97962,Private room,1300,30,0,1,83
37568587,283822930,4,40.77406,-73.93229,Private room,1300,43,0,1,363
37322922,216235179,3,40.69955,-73.91916,Entire home/apt,1299,35,0,26,263
34518079,260577152,1,40.74392,-73.98638,Hotel room,1298,30,0,9,364
3083197,15688520,1,40.7261,-73.97964,Entire home/apt,1294,3,65,1,98
49498597,377953444,3,40.73085,-73.95453,Entire home/apt,1294,30,1,33,52
49498985,377953444,3,40.72994,-73.95674,Entire home/apt,1294,30,0,33,10
20070296,5173627,3,40.69993,-73.99394,Entire home/apt,1291,2,49,1,59
47362969,5525273,1,40.80462,-73.95632,Entire home/apt,1290,31,0,2,363
3585309,18060671,4,40.76187,-73.80418,Entire home/apt,1286,30,17,1,0
46616819,13603829,3,40.68401,-73.91018,Entire home/apt,1286,1,2,5,360
39536246,303768816,3,40.70012,-73.91165,Private room,1275,60,0,1,90
40319389,311555809,1,40.81656,-73.94772,Private room,1275,304,0,1,365
45895250,84700594,3,40.6951,-73.9272,Entire home/apt,1275,1,30,1,345
51594782,11697746,1,40.79814284,-73.96348804,Entire home/apt,1267,2,0,1,150
6000898,23708009,1,40.78287,-73.95169,Entire home/apt,1264,5,61,1,279
48310618,375310869,3,40.7294,-73.95537,Entire home/apt,1263,30,0,37,0
34937287,133996326,1,40.74104,-73.98982,Entire home/apt,1259,30,32,1,365
34490359,260618374,1,40.75544,-73.98837,Hotel room,1257,1,4,13,284
40089988,205977876,3,40.69997,-73.92412,Private room,1257,30,11,2,180
48310228,375310869,3,40.73121,-73.95673,Entire home/apt,1255,30,1,37,0
2260274,11542120,1,40.73685,-73.99594,Private room,1250,30,0,1,0
23169146,51260506,4,40.74706,-73.94803,Shared room,1250,1,1,1,0
27627627,3250725,1,40.72062,-74.00282,Entire home/apt,1250,4,12,1,177
37563800,283760063,1,40.75557,-73.96753,Entire home/apt,1250,30,0,1,0
42475642,109250819,1,40.75257,-73.97249,Private room,1250,4,0,1,0
47903958,386108490,1,40.72347,-73.98856,Entire home/apt,1250,14,1,1,0
37323457,216235179,3,40.69952,-73.91929,Entire home/apt,1248,35,0,26,168
7987209,42154621,1,40.75728,-73.98253,Hotel room,1245,30,130,1,335
20204751,10768801,1,40.72488,-74.00035,Entire home/apt,1228,3,22,1,107
29479603,222027489,1,40.7152,-74.00733,Entire home/apt,1228,3,7,1,159
26871230,2304932,1,40.74604,-74.00365,Entire home/apt,1225,30,16,1,10
39246597,301271821,1,40.76533,-73.98444,Entire home/apt,1225,30,15,1,179
17416959,1261480,1,40.80717,-73.95065,Private room,1221,3,0,8,212
47354435,377953444,3,40.73117,-73.95624,Entire home/apt,1218,30,1,33,14
51003303,19569903,1,40.75233,-73.99502,Entire home/apt,1208,1,1,4,178
51728625,55089786,1,40.752655,-73.972481,Private room,1204,2,0,6,355
1655880,8778889,1,40.74087,-73.99392,Entire home/apt,1200,30,0,1,0
2231814,112879,3,40.70986,-73.94186,Entire home/apt,1200,30,0,1,0
9775397,50397134,1,40.76243,-73.9756,Entire home/apt,1200,30,0,1,0
21665632,11242618,1,40.7218,-74.00404,Entire home/apt,1200,30,0,1,364
27132347,4314926,1,40.78981,-73.97251,Entire home/apt,1200,30,4,2,337
27161388,2381030,3,40.68702,-73.97132,Entire home/apt,1200,30,1,1,0
33194789,249929999,1,40.73509,-73.98875,Entire home/apt,1200,40,18,1,1
39556673,84255932,3,40.69967,-73.9946,Entire home/apt,1200,6,5,1,42
42160230,110240064,5,40.638,-74.08768,Entire home/apt,1200,30,0,1,89
46391888,375344103,1,40.74044,-74.00544,Entire home/apt,1200,1,0,2,364
50741728,410055372,3,40.58424,-73.93516,Entire home/apt,1200,1,5,1,354
50542617,269263032,1,40.72748,-74.00279,Entire home/apt,1199,1,0,2,363
34518082,260577152,1,40.74392,-73.98638,Hotel room,1191,30,0,9,363
49011009,5615582,1,40.75325,-73.98618,Private room,1189,1,5,15,306
29237220,8354383,1,40.73927,-74.00936,Entire home/apt,1185,30,24,1,315
1751789,9215064,3,40.71865,-73.94227,Entire home/apt,1181,30,0,1,365
47467278,375310869,3,40.72933,-73.95601,Entire home/apt,1180,30,2,37,319
48444465,375310869,3,40.73101,-73.95647,Entire home/apt,1180,30,0,37,293
43532634,14290739,3,40.68845,-73.97401,Entire home/apt,1179,30,1,4,31
46413181,375310869,3,40.72934,-73.95485,Entire home/apt,1178,30,1,37,15
8810949,30283594,1,40.7502,-73.96856,Entire home/apt,1170,80,0,54,365
50829144,410869252,1,40.75486,-73.98905,Private room,1166,4,1,1,349
51928853,89113604,1,40.74914792,-73.99238165,Entire home/apt,1160,1,0,1,358
41425624,262985820,1,40.75615,-73.97406,Private room,1159,1,0,11,259
35464309,38458421,1,40.74505,-73.97932,Entire home/apt,1157,3,28,1,0
43968694,352171581,4,40.59612,-73.79996,Entire home/apt,1156,2,37,1,245
42646331,339756700,1,40.78018,-73.98007,Entire home/apt,1153,3,21,1,267
8840563,42621530,3,40.70941,-73.95718,Entire home/apt,1150,30,2,1,0
15324045,9049657,3,40.68796,-73.9086,Entire home/apt,1143,1,200,1,348
43170306,13603829,3,40.63779,-73.97239,Entire home/apt,1143,1,79,5,180
48310482,375310869,3,40.72973,-73.95445,Entire home/apt,1142,30,3,37,251
49564549,377953444,3,40.72998,-73.95653,Entire home/apt,1142,30,1,33,14
46963460,375549800,3,40.70007,-73.92084,Entire home/apt,1140,35,0,7,263
48679377,321556057,3,40.71771,-73.95504,Entire home/apt,1135,4,2,1,16
35715171,71276635,1,40.83614,-73.94384,Shared room,1128,1,3,6,365
49270284,348619646,1,40.74616,-73.98682,Private room,1127,1,0,49,88
25416257,26490270,3,40.66072,-73.94742,Entire home/apt,1125,30,1,1,0
51717795,301831302,1,40.83099545,-73.94100663,Entire home/apt,1125,1,0,11,90
18503938,26541948,1,40.71896,-73.99747,Entire home/apt,1123,1,7,1,0
24351719,87585422,1,40.72198,-73.98404,Entire home/apt,1118,4,20,1,257
8069030,42619297,3,40.69231,-73.96967,Entire home/apt,1115,3,145,2,235
42137992,108894035,1,40.72518,-73.98807,Entire home/apt,1113,30,0,2,179
51172650,408542595,1,40.75533,-73.99528,Private room,1110,3,0,30,273
48541285,365280067,1,40.73912,-73.99781,Entire home/apt,1108,1,0,1,365
6359111,5720429,1,40.74806,-73.98322,Entire home/apt,1107,1,98,1,77
42678895,339950390,1,40.78075,-73.97969,Entire home/apt,1106,6,5,1,300
4660022,745486,1,40.72644,-73.99797,Entire home/apt,1100,5,94,1,152
6138423,1978841,1,40.79227,-73.96557,Entire home/apt,1100,30,9,1,240
9793676,50473263,1,40.7682,-73.96747,Entire home/apt,1100,30,0,1,0
12870225,9419684,1,40.75195,-73.96765,Entire home/apt,1100,180,0,43,186
13443640,30283594,1,40.75156,-73.96792,Entire home/apt,1100,120,0,54,186
21701058,69852641,1,40.76387,-73.98733,Entire home/apt,1100,2,7,3,0
32563657,123745971,1,40.78194,-73.94695,Private room,1100,30,2,10,0
40379186,34221716,1,40.71656,-74.00147,Entire home/apt,1100,31,0,1,0
42517428,338598729,1,40.75995,-73.98844,Entire home/apt,1100,30,2,1,365
46464650,13603829,3,40.69274,-73.92258,Entire home/apt,1100,1,21,5,340
49274169,1130454,1,40.71538,-74.00599,Entire home/apt,1100,7,2,1,74
50551160,154679773,1,40.73366,-73.99246,Entire home/apt,1100,7,0,1,5
6758849,35384978,1,40.7772,-73.95009,Entire home/apt,1099,3,56,2,89
11226397,47475013,1,40.75269,-73.97244,Entire home/apt,1099,30,0,1,327
34517668,260577152,1,40.74392,-73.98638,Hotel room,1091,30,0,9,363
50974766,183111215,4,40.73428,-73.84693,Private room,1086,1,1,2,356
11553360,42619297,3,40.69255,-73.97252,Entire home/apt,1085,2,110,2,342
51840167,367484028,1,40.75548618,-73.99371018,Private room,1085,30,0,12,320
3337808,3655542,3,40.68747,-73.98221,Entire home/apt,1057,30,0,1,0
41047753,90154348,1,40.76112,-73.99746,Entire home/apt,1057,30,0,2,365
50912907,183111215,4,40.73382,-73.8487,Entire home/apt,1057,1,3,2,356
25031840,37178114,1,40.73329,-73.98647,Entire home/apt,1045,30,12,1,78
51730062,406790259,1,40.75679285,-73.99545749,Private room,1044,3,0,39,338
51843322,367484028,1,40.75767889,-73.99348967,Private room,1036,30,0,12,335
51843723,367484028,1,40.75569418,-73.99537182,Private room,1036,30,0,12,365
51844752,367484028,1,40.75627565,-73.99349855,Private room,1036,30,0,12,336
42624276,339556605,1,40.77999,-73.97958,Entire home/apt,1031,4,6,1,331
47173145,377246343,3,40.68846,-73.93727,Entire home/apt,1030,30,0,17,221
7310835,3390947,1,40.71931,-74.00423,Entire home/apt,1029,3,37,1,12
