hotel_id,name,city,postal_code,latitude,longitude,star_rating,high_rate,low_rate,address_id
410799,Holiday Inn NYC - Lower East Side,New York,10002,40.71805,-73.98643,4,249.33,178.33,1154
265087,New World Hotel,New York,10002,40.71759,-73.99526,1.5,85.03,50.01,1155
240713,Blue Moon Boutique Hotel,New York,10002,40.7186,-73.99001,3,194.9198,55.2394,1156
266457,Windsor Hotel,New York,10002,40.71873,-73.99269,2,213.4636,194.4955,1157
125206,New York Marriott East Side,New York,10017,40.75553,-73.97305,4,409.35,188.35,1158
277344,"Smyth, A Thompson Hotel",New York,10007,40.71525,-74.00943,5,620.23,475.23,1159
311820,Comfort Inn Manhattan Bridge,New York,10002,40.71657,-73.99466,2.5,209.0338,199,1160
141417,The Peninsula New York,New York,10019,40.76165,-73.9749,5,3145.22,795.21,1161
217136,Best Western Plus Hospitality House,New York,10017,40.75559,-73.97216,3,691.0963,690.0963,1162
435095,Hotel Boutique at Grand Central,New York,10017,40.75313,-73.97481,4,478.8193,258.8951,1163
120256,"Night Hotel Theater District, Times Square",New York,10036,40.75735,-73.98407,4,889.1,449.04,1164
128083,Renaissance New York Times Square Hotel,New York,10036,40.75968,-73.9843,4,839.2,529.18,1165
105314,The Plaza Hotel,New York,10019,40.76424,-73.97388,5,3225.1599,725.17,1166
163809,"Club Quarters Hotel, Midtown",New York,10036,40.7561,-73.98119,4,349.23,279.23,1167
122267,Cosmopolitan Hotel - Tribeca,New York,10007,40.71551,-74.00926,3,489.0717,389.0567,1168
196447,"The Ritz-Carlton New York, Battery Park",New York,10004,40.7053,-74.01722,5,1695.3,365.3,1169
432171,Fairfield Inn & Suites New York Manhattan/Downtown East,New York,10002,40.71313,-73.99286,2.5,329.19,197.16,1170
189672,RIFF Chelsea,New York,10001,40.7498,-73.99566,2,294.61,167.83,1171
310147,Carvi Hotel New York,New York,10022,40.75927,-73.96924,3,129.44,99.44,1172
221403,Seton Hotel,New York,10016,40.74976,-73.97619,3,388.24,380.24,1173
198683,The Sherry Netherland,New York,10022,40.76453,-73.97285,4.5,1169.3199,529.31,1174
323397,The MAve nyc,New York,10016,40.74347,-73.98612,3,405.07,404.07,1175
257190,Hilton Club New York,New York,10019,40.7621,-73.97883,4,379.03,360.05,922
371468,Harlem Bed and Breakfast,New York,10027,40.80401,-73.9465,1.5,195,165,1176
356439,"The Chatwal, a Luxury Collection Hotel, New York City",New York,10036,40.75668,-73.98445,5,3406.3999,695.39,1177
225936,Room Mate Grace Boutique Hotel,New York,10036,40.75729,-73.98393,3.5,474.05,229.03,1178
131734,Four Seasons Hotel New York,New York,10022,40.76197,-73.97158,5,4061.209,4060.209,1179
417755,Carlton Arms Hotel,New York,10010,40.74027,-73.98262,2,121.49,120.49,1180
222985,"The Solita Soho Hotel, an Ascend Hotel Collection Member",New York,10013,40.71988,-73.99888,3,379.03,149.01,1181
211803,"Mandarin Oriental, New York",New York,10023,40.76919,-73.98283,5,3993.45,694.7334,1182
326792,Upper West Side Brownstone,New York,10024,40.78354,-73.97515,3,291,290,1183
323984,Allies' Inn Bed and Breakfast,New York,10030,40.81751,-73.94678,3,341,215,1184
418634,Hotel Five44,New York,10036,40.76417,-73.99446,3,209,172.22,1185
325235,Fairfield Inn by Marriott New York Manhattan/Fifth Avenue,New York,10018,40.75109,-73.98495,3,395.0662,188.0321,1186
370651,The Towers at Lotte New York Palace,New York,10022,40.75814,-73.97536,5,1199.916,476.9539,1187
310373,West 57th Street by Hilton Club,New York,10019,40.76453,-73.97778,4,1029.3101,360.31,1188
183435,The Towers of the Waldorf Astoria New York,New York,10022,40.75691,-73.97335,5,10000,1099,1189
123947,Trump International Hotel & Tower New York,New York,10023,40.76905,-73.98125,5,2155.302,476.1801,1190
106256,"The Ritz-Carlton New York, Central Park",New York,10019,40.76552,-73.97589,5,3495.5322,695.0901,1191
445815,Hilton Garden Inn New York/Central Park South-Midtown West,New York,10019,40.76432,-73.98316,3.5,400.02,279.01,1192
452020,Hotel 32 32,New York,10016,40.74621,-73.98335,4,315.17,255.17,1193
447051,The High Line Hotel,New York,10011,40.74612,-74.0053,4,679,229,1194
457060,Hilton Garden Inn New York/Midtown Park Ave,New York,10016,40.74666,-73.98242,3.5,478.8466,438.8885,1195
309378,The St. Regis New York,New York,10022,40.7615,-73.97451,5,1360.34,743.34,1196
117020,The Mark,New York,10075,40.77515,-73.96343,5,3488.48,518.47,1197
454244,Hilton Garden Inn New York-Times Square Central,New York,10036,40.75546,-73.98561,3.5,324.12,269.15,1198
451622,Hilton Garden Inn New York/Manhattan-Midtown East,New York,10022,40.75684,-73.9693,3.5,389.0201,233.1678,1199
451663,Park Hyatt New York,New York,10019,40.76515,-73.97912,5,2950.4485,725.1063,1200
352611,"Langham Place, New York, Fifth Avenue",New York,10018,40.75009,-73.98337,5,2000.1801,695.18,1201
463902,citizenM New York Times Square,New York,10019,40.76172,-73.98481,4,409.0639,201.5536,1202
438668,Courtyard by Marriott New York Manhattan / Central Park,New York,10019,40.76421,-73.98246,3.5,599.02,180.01,949
199830,Hotel Beacon,New York,10023,40.78075,-73.9813,4,548.7896,278.8971,1203
445763,Archer Hotel New York,New York,10018,40.75186,-73.98488,4.5,369.47,319.47,1204
446818,Homewood Suites New York/Midtown Manhattan Times Square,New York,10018,40.75445,-73.99301,3.5,669.06,251.1,1205
448797,The Lex NYC,New York,10010,40.74017,-73.98426,3.5,289.0411,229.1306,1206
117809,Life Hotel Nomad,New York,10001,40.74704,-73.98713,4,637.085,397.171,1207
214272,Chelsea Inn,New York,10011,40.73884,-73.99444,3,235.06,154.88,1208
448418,Hotel Hugo,New York,10013,40.72649,-74.00906,4.5,408.6471,318.7251,1209
449349,East Village Hotel,New York,10003,40.72827,-73.98508,3,199.49,199.34,1210
264181,Royal Park Hotel and Hostel,New York,10025,40.79571,-73.97217,2.5,109.76,109.41,1211
531096,Hampton Inn Manhattan/Times Square Central,New York,10036,40.75582,-73.98858,3.5,239.34,199.34,1212
528352,Holiday Inn New York City - Times Square,New York,10018,40.75502,-73.99138,3.5,389.05,143.68,1213
536312,Hotel Shocard at Times Square,New York,10036,40.75553,-73.98795,3,189.16,169.14,1214
538736,Cambria hotel & suites New York - Times Square,New York,10036,40.75668,-73.98049,3,329.45,229.45,1215
484183,The Knickerbocker Hotel,New York,10036,40.75575,-73.98626,5,585.32,335.32,1216
463569,Harlem YMCA,New York,10030,40.81496,-73.94284,2,119.17,118.17,1217
513814,Executive Hotel Le Soleil New York,New York,10018,40.75043,-73.98538,4,279,249,1218
525165,EVEN Hotel Times Square South,New York,10001,40.75329,-73.99404,4,375.43,279.43,1219
549970,Renaissance New York Midtown Hotel,New York,10035,40.75197,-73.9909,4,264.31,189.31,1220
536247,RIU Plaza New York Times Square,New York,10036,40.76006,-73.98854,4,558.96,491.27,1221
106208,InterContinental New York Barclay,New York,10017,40.75543,-73.97373,4.5,589.0305,380.0196,1222
557438,INNSIDE New York NoMad,New York,10001,40.74618,-73.99275,4.5,909.139,309.0489,1223
487932,Baccarat Hotel and Residences New York,New York,10019,40.76095,-73.97718,5,2100.1899,800,1224
453134,The Marmara Park Avenue,New York,10016,40.74526,-73.98163,5,505.71,405.71,1225
479845,"The Paul, an Ascend Hotel Collection Member",New York,10001,40.74622,-73.98907,4,409.04,199.02,1226
532245,Safehouse Suites Manhattan,New York,10019,40.76037,-73.98467,5,10888.5,5990.25,1227
474782,Cambria hotel & suites New York - Chelsea,New York,10001,40.74654,-73.99171,3,448.8286,328.8777,1228
508330,NYC Vacation Suites,New York,10019,40.79107,-73.95143,3.5,550,450,1229
474689,Fairfield Inn New York Manhattan/Financial District,New York,10038,40.70602,-74.00518,3,399.03,158.02,1230
482692,Vacayo Premium East Side Apartments,New York,10002,40.72393,-73.99006,4,347.6,346.6,1229
467771,NobleDEN Hotel,New York,10013,40.71916,-73.99688,4,424.6318,283.8004,1231
540690,Orchard Street Hotel,New York,10002,40.72108,-73.98871,3,400,399,1232
452310,Upper East Side Apartments,New York,10028,40.77662,-73.9568,3,600,599,1233
481441,1 Hotel Central Park,New York,10019,40.76483,-73.97685,5,880.44,613.04,1234
524599,Arlo Hudson Square,New York,10013,40.72424,-74.00784,4,639.1,179,1235
507704,The New York EDITION,New York,10010,40.74139,-73.98759,5,1150.02,697.03,1236
546771,The Bowery Suites,New York,10013,40.72612,-74.00418,4,407,406,1237
548029,Hotel Cliff,New York,10033,40.84841,-73.93139,2.5,197.9023,178.0074,1238
446071,Comfort Inn Lower East Side,New York,10002,40.71238,-73.99274,3,209.0338,199,1239
480680,Hotel Indigo Lower East Side New York,New York,10002,40.72174,-73.9875,4.5,469,324.7217,1240
485393,Residence Inn Marriott New York Downtown Manhattan/WTC Area,New York,10007,40.70966,-74.01009,3.5,459.04,179.02,1241
323725,Midtown West Vacation Rentals,New York,10018,40.78998,-73.94884,3,250.205,249.205,1229
551201,Edge Hotel,New York,10032,40.84023,-73.93775,3.5,329.3,239.3,1242
506937,Q&A Residential Hotel,New York,10005,40.70629,-74.00786,4,1259.1864,239.0394,1243
477741,Holiday Inn Manhattan-Financial District,New York,10006,40.70833,-74.01436,4,168.9669,123.9754,1244
480123,Aloft Manhattan Downtown - Financial District,New York,10038,40.71032,-74.00678,3,292.61,262.59,1245
490800,RIFF Downtown,New York,10006,40.70834,-74.01343,3,219.26,149.12,1246
460019,Jet Luxury at the Trump SoHo,New York,10013,40.72562,-74.00546,5,901.7,483.11,4
468906,The Central Park North,New York,10026,40.79946,-73.9535,2.5,199.1739,144.6204,1246
204099,Morningside Inn,New York,10025,40.80177,-73.96672,2,151.34,150.34,1248
570379,Beautiful Studio Near Central Park,New York,10021,40.76824,-73.95922,3,181.44,180.44,1249
600829,Fairfield Inn & Suites New York Manhattan / Central Park,New York,10019,40.77048,-73.98968,3,339.05,169.04,1250
564246,Vacayo Affordable East Side Apartments,New York,10009,40.72672,-73.98313,3.5,270.92,269.92,1229
563844,Vacayo Affordable West Side Apartments,New York,10011,40.71278,-74.00594,3.5,245.69,244.69,1229
578930,3 West Club,New York,10019,40.75967,-73.97729,3.5,250.33,249.33,1251
604895,The Melva Inn - Harlem,New York,10027,40.80416,-73.94685,2.5,149.1227,119.098,1252
569477,Bryant Park Studio Apartment next to Times Square,New York,10018,40.75229,-73.98589,3,179.936,178.936,1253
581345,Courtyard New York Downtown Manhattan/World Trade Center,New York,10006,40.70944,-74.01299,3,459.08,175.06,1254
561017,Central Park West Hostel,New York,10024,40.7885,-73.97483,2,40,31,1255
578732,EVEN Hotel New York- Midtown East,New York,10017,40.75166,-73.97252,4,249.44,189.44,1256
580538,HGU New York,New York,10016,40.74619,-73.98319,4,429.45,279.45,1257
589913,Heritage Hotel,New York,10010,40.74338,-73.98999,2.5,209.0338,129.0155,1258
594561,Hyatt House New York/Chelsea,New York,10001,40.74619,-73.99041,3.5,424,394,1259
581922,Green Holidays Apartments,New York,10001,40.7473,-73.98775,3.5,271.0395,270.0395,1260
566907,Sago Hotel,New York,10002,40.71953,-73.99007,4,800.44,333.97,1261
564451,Executive Class at MTS Hotel,New York,10019,40.76194,-73.98266,4,455,255,1262
570372,Cozy Studio,New York,10022,40.755,-73.96885,3.5,183.1747,182.1747,1263
570383,Beautiful 1 Bedroom Apartment,New York,10025,40.79974,-73.96243,3.5,151.31,150.31,1264
569202,New York Guest Suites,New York,10029,40.74673,-73.99215,3,110,105,1265
601517,Four Seasons New York Downtown,New York,10007,40.71254,-74.00931,5,1500.15,579.16,1266
571290,Four Points By Sheraton New York Downtown,New York,10038,40.70748,-74.00625,3.5,305.48,214.46,1267
571541,The Park Ave North,New York,10035,40.8078,-73.93765,3,239,205.7794,1268
606085,Arlo NoMad,New York,10016,40.74619,-73.98512,4,569.05,179,1269
580015,The Bernic Hotel,New York,10017,40.75424,-73.9728,4,379,299,1270
562580,Raintree at The Manhattan Club,New York,10019,40.76501,-73.98093,3.5,0,0,1271
563115,11 Howard,New York,10013,40.71925,-73.99999,5,519.0772,319.0472,1272
601627,Green Acre,New York,10022,40.75584,-73.96886,3,201.47,200.47,1273
569437,"The Beekman, A Thompson Hotel",New York,10038,40.71137,-74.00669,5,419.5237,418.5237,1274
569487,Amazing Studio in the Heart of Manhattan,New York,10065,40.76878,-73.96818,3.5,154.5253,153.5253,1275
606307,Renovated 2 BR Central Park,New York,10036,40.76472,-73.98806,3.5,230.41,229.41,1276
206503,Beekman Tower by Bridgestreet,New York,10017,40.75329,-73.96608,3.5,254.16,206.14,1277
616259,Hello Apartments NYC,New York,10001,40.74716,-73.9878,3.5,261.0412,260.0412,1260
639317,DoubleTree by Hilton New York Times Square West,New York,10018,40.75682,-73.99298,4,269.47,199.47,1278
622053,Hotel 50 Bowery NYC,New York,10013,40.71584,-73.99641,4,340.0544,339.0544,1279
223460,AKA Central Park,New York,10019,40.76451,-73.97555,4,744.38,325.38,1280
636273,Hotel Richland New York,New York,10002,40.71473,-73.9931,2.5,229,209,1281
202295,Oakwood at The Nash,New York,10016,40.74837,-73.97466,4,452,388.739,1282
598637,AKA Wall Street,New York,10038,40.70801,-74.00778,4,869.44,395.44,1283
615827,Beautiful Studio near Central Park,New York,10025,40.79935,-73.96245,3.5,181.15,180.15,1284
642699,Four Points By Sheraton Manhattan Midtown West,New York,10001,40.75506,-73.99868,3,220.0373,162.0258,1285
647656,Gansevoort Meatpacking,New York,10018,40.73989,-74.00579,4.5,545.45,285.45,1286
653548,Crowne Plaza Midtown Manhattan,New York,10018,40.75374,-73.99374,2.5,269.13,243.13,1287
140910,Carnegie Hotel,New York,10019,40.76674,-73.98084,4,490,249,1288
192381,Broadway Hotel and Hostel,New York,10025,40.79801,-73.96987,2,168.34,95.34,1289
653543,The Watson Hotel,New York,10019-3013,40.76823,-73.98745,3.5,249.32,229.32,1290
658840,Astor on the Park,New York,10025,40.79974,-73.95889,3,209.33,149.33,1291
659207,Hotel Hayden,New York,10001,40.7466,-73.99179,4,250.48,249.48,1292
663607,Embassy Suites by Hilton New York Midtown Manhattan,New York,10018,40.75142,-73.98575,3.5,649.42,521.42,1293
675077,Saint Nicholas Inn,New York,10032,40.83071,-73.94302,2.5,150.7901,112.8715,1294
679739,Hilton Garden Inn New York Times Square South,New York,10018,40.75447,-73.99357,3,0,0,1295
542738,Newark Garden Hotel,Newark,14513,43.04812,-77.09533,2.5,145.23,102.08,1296
107945,Hudson Valley Hotel and Conference Center by Fairbridge,Newburgh,12550,41.5056,-74.07376,2,75.47,74.47,1297
229137,Ramada Newburgh/West Point,Newburgh,12550,41.50774,-74.06807,2,250.85,72.96,1298
108961,Howard Johnson Inn - Newburgh,Newburgh,12550-5009,41.50539,-74.07329,2,80.47,55.47,1299
125453,Courtyard by Marriott Newburgh Stewart Airport,Newburgh,12550,41.51849,-74.10773,3,174.0845,149.0904,1300
124571,Four Points by Sheraton Newburgh Stewart Airport,Newburgh,12550,41.52198,-74.11133,3,149.49,76.49,1301
205596,"Super 8 Newburgh - West Point, Stewart International Airport",Newburgh,12550,41.50753,-74.06815,2,139,62.9,1302
183814,Best Western Summit Inn,Niagara Falls,14304,43.09536,-78.95375,2.5,270.2,120.16,1303
462926,Hampton Inn Niagara Falls/Blvd,Niagara Falls,14304,43.08893,-78.98819,2.5,104.15,99.16,1304
270649,Holiday Inn Express Hotel & Suites Niagara Falls,Niagara Falls,14304,43.09786,-78.94667,2.5,200.48,126.48,1305
202045,Super 8 Niagara Falls/Buffalo Area,Niagara Falls,14304,43.08831,-78.9763,2,120.48,59.48,1306
239655,Four Points by Sheraton Niagara Falls,Niagara Falls,14304,43.07432,-78.98372,3,209.42,149.42,1307
204801,Econo Lodge At The Falls North,Niagara Falls,14304,43.0903,-78.99634,2,124.9738,67.9569,1308
246795,Moonlite Motel Niagara Falls,Niagara Falls,14304,43.08864,-78.97489,2,100.37,60.37,1309
152241,Hampton Inn Niagara Falls,Niagara Falls,14303,43.08348,-79.05587,2.5,169.33,125.33,1310
108928,Howard Johnson Closest to the Falls and Casino,Niagara Falls,14301,43.08968,-79.06236,2,84.47,69.47,1311
432521,The Red Coach Inn,Niagara Falls,14303,43.08417,-79.06336,3,289,149,1312
326420,"The Giacomo, An Ascend Hotel Collection Member",Niagara Falls,14303,43.08526,-79.0617,3,226.99,225.99,1313
245392,Days Inn Niagara Falls Buffalo,Niagara Falls,14304,43.08915,-78.89238,2,110.25,60.24,1314
231394,Holiday Inn Niagara Falls Scenic Downtown,Niagara Falls,14303,43.0833,-79.06119,3,109.32,89.32,1315
161746,"Sheraton at the Falls, Niagara Falls, NY",Niagara Falls,14303,43.08616,-79.05912,4,150.71,149.71,1316
220491,Rodeway Inn & Suites Niagara Falls,Niagara Falls,14304,43.097,-78.94901,1.5,140.38,60.38,1317
264191,Swiss Cottage Inn,Niagara Falls,14304,43.08854,-78.9846,1.5,89.0116,59.006,1318
130229,Quality Inn Niagara Falls,Niagara Falls,14304,43.08837,-78.97604,2.5,56.17,55.99,1319
118411,Comfort Inn The Pointe,Niagara Falls,14303,43.08706,-79.06313,2.5,115.33,95.33,1320
276049,Seneca Niagara Resort & Casino,Niagara Falls,14303,43.08578,-79.05778,3.5,645.41,525.41,1321
460200,Motel 6 Niagara Falls NY,Niagara Falls,14304,43.09391,-78.95721,2,72.42,56.42,1322
203016,Budget Host Inn Niagara Falls,Niagara Falls,14304,43.08905,-78.9873,2,340.8991,339.8991,1323
152240,Travelodge Niagara Falls,Niagara Falls,14304,43.09391,-78.95687,1,175.3,53.3,1324
114073,Quality Hotel & Suites At The Falls,Niagara Falls,14303,43.08572,-79.06174,2.5,65.48,64.48,1325
109089,Americas Best Value Inn,Niagara Falls,14304,43.0894,-78.98907,1.5,100.49,50.49,1326
150311,Days Inn Niagara At The Falls,Niagara Falls,14301,43.08946,-79.06266,3,85.13,75.63,1327
197736,Knights Inn Niagara Falls Near IAG Airport,Niagara Falls,14304,43.09326,-78.95906,2,251.36,250.36,1328
468154,Pelican Motel,Niagara Falls,14304,43.08888,-78.98561,2,93.3389,69.9989,1329
485853,AAshram Hotel by Niagara River,Niagara Falls,14304,43.07541,-78.98884,2.5,69.99,54.99,1330
530463,AArya Hotel By Niagara Fashion Outlets,Niagara Falls,14304,43.08896,-78.98588,3,130.17,100.16,1331
547759,Fairfield Inn & Suites by Marriott Niagara Falls,Niagara Falls,14303,43.08372,-79.05321,2.5,139.46,107.46,1332
246465,Cascade Inn Niagara Falls,Niagara Falls,14304,43.08879,-78.97478,1,299.39,189.39,1333
257671,Driftwood Motel,Niagara Falls,14304,43.09066,-78.89741,2,95,60,1334
328329,Sands Motel Niagara Falls,Niagara Falls,14304,43.09452,-78.95548,1.5,50.35,40.35,1335
548235,Red Maple Inn By The Falls,Niagara Falls,14303,43.08404,-79.05994,2,70,60,1336
492766,Rodeway Inn Niagara Falls,Niagara Falls,14301,43.09087,-79.06081,2,80.45,79.45,1337
529540,Wingate By Wyndham Niagara Falls,Niagara Falls,14303,43.08348,-79.05783,3,300.19,86.18,1338
567607,La Quinta Inn & Suites Niagara Falls,Niagara Falls,14304,43.08981,-78.99293,2.5,89.99,88.99,1339
217390,DoubleTree by Hilton Hotel Niagara Falls New York,Niagara Falls,14303,43.08233,-79.05653,3.5,129.1,71.1,1340
685047,Microtel Inn & Suites by Wyndham Niagara Falls,Niagara Falls,14304,43.08913,-78.97518,2.5,0,0,1341
411039,The Alpine Lodge,North Creek,12853,43.70001,-73.98658,3,395.36,159.36,1342
264545,Holiday Inn Express Syracuse Airport,North Syracuse,13212,43.11671,-76.14327,2.5,150.35,113.35,1343
210030,Best Western Syracuse Airport Inn,North Syracuse,13212,43.11365,-76.11767,2.5,140.31,104.49,1344
153587,Comfort Inn & Suites Airport,North Syracuse,13212,43.0962,-76.16911,3,150.36,110.36,1345
218068,Candlewood Suites - Syracuse Airport,North Syracuse,13212,43.11671,-76.14328,2.5,125.41,85.41,1346
232432,Econo Lodge & Suites,North Syracuse,13212,43.11426,-76.14434,1.5,80.47,68.47,1347
179065,Red Carpet Inn North Syracuse,North Syracuse,13212,43.10833,-76.14562,2,50.0128,42.7548,1348
204850,Super 8 Norwich,Norwich,13815,42.54695,-75.52515,2,92.3126,42.1411,1349
108801,Howard Johnson Hotel Norwich,Norwich,13815,42.53409,-75.52398,2,125.49,59.49,1350
201376,Super 8 Nyack NY,Nyack,10960,41.09438,-73.93579,2,99.14,75.81,1351
179885,West Gate Inn Nyack,Nyack,10960,41.09342,-73.9301,3,169.99,89.99,1352
543603,Time Nyack,Nyack,10960,41.09459,-73.92995,4,249,129,1353
109732,Quality Inn Gran-View,Ogdensburg,13669,44.66464,-75.5389,2.5,135.0077,115.0066,1354
139544,Holiday Inn Express Olean,Olean,14760,42.08702,-78.42991,2.5,129.4,110.4,1355
222131,Microtel Inn & Suites by Wyndham Olean/Allegany,Olean,14760,42.07972,-78.47757,2,100.41,68.41,1356
223432,Best Western Plus University Inn,Olean,14760,42.07681,-78.46664,2.5,125.42,102.42,1357
105737,Fairfield Inn & Suites by Marriott Olean,Olean,14760,42.08066,-78.47902,2.5,129.39,124.39,1358
439971,The Alpine Homestead Bed & Breakfast,Olmstedville,12857,43.77172,-73.92332,3.5,125.17,100.17,1359
201380,Super 8 Oneida Verona,Oneida,13421-2701,43.07879,-75.65346,2,122.35,76.49,1360
427240,Courtyard Oneonta,Oneonta,13820,42.44635,-75.05011,3,149.44,101.44,1361
212094,Clarion Hotel Oneonta,Oneonta,13820,42.45271,-75.06115,3,154.43,130.43,1362
221575,Hampton Inn Oneonta,Oneonta,13820,42.4442,-75.08639,2.5,184.4,107.4,1363
107964,Holiday Inn Oneonta-Cooperstown Area,Oneonta,13820,42.44774,-75.02711,3,109.15,84.15,1364
204849,Super 8 Oneonta/Cooperstown,Oneonta,13820-9802,42.44812,-75.04848,2,86.17,65,1365
354063,Budget Inn Ontario,Ontario City,14519,43.22541,-77.35749,2,73.15,70.49,1366
443488,Residence Inn Orangeburg,Orangeburg,10962,41.04078,-73.94893,3,189.1655,139.1244,1367
107959,Holiday Inn Orangeburg-Rockland/Bergen Co,Orangeburg,10962,41.04568,-73.94524,3,179.43,114.43,1368
110738,"Motel 6 Oriskany, NY",Oriskany,13424,43.14862,-75.37858,2,52.9923,51.9923,1369
495561,Best Western Plus Captain's Quarters,Oswego,13126,43.4588,-76.50872,2.5,211.47,154.47,1370
121547,Knights Inn Oswego East,Oswego,13126,43.46057,-76.49085,2,70.2783,60.2373,1371
256888,Knights Inn Oswego,Oswego,13126,43.45156,-76.53242,2,80.43,60.43,1372
575913,Holiday Inn Express & Suites Oswego,Oswego,13126,43.46124,-76.49032,2.5,199.39,179.39,1373
625741,Quality Inn & Suites Riverfront,Oswego,13126,43.45977,-76.50893,2.5,164,123.2,1374
535075,K and G Lodge,Oswego,13126,43.48644,-76.4479,2.5,131.16,130.16,1375
117049,Holiday Inn Express Owego,Owego,13827,42.09587,-76.23181,2.5,124.45,103.45,1376
249498,Hampton Inn Owego,Owego,13827,42.09826,-76.23453,2.5,149.42,129.42,1377
600057,Red Roof Inn & Suites Owego,Owego,13827,42.09586,-76.23251,2,105.42,65.42,1378
322856,Comfort Inn & Suites JFK Airport,Ozone Park,11417,40.67182,-73.84401,2,139.43,129.43,1379
433061,Days Inn & Suites Ozone Park/JFK Airport,Ozone Park,11417,40.67212,-73.84391,2,180.9324,179.9324,1380
107930,Ramada Painted Post Corning,Painted Post,14870,42.14773,-77.10869,3,84.49,76.49,1381
120103,Holiday Inn Express Painted Post-Corning Area,Painted Post,14870,42.17199,-77.10649,2.5,139.41,116.41,1382
210498,Americas Best Value Inn,Painted Post,14870,42.15398,-77.10207,2,81.45,80.45,1383
169335,Econo Lodge Painted Post - Corning,Painted Post,14870,42.15483,-77.10919,2,130.38,125.38,1384
457367,Hampton Inn Corning/Painted Post,Painted Post,14870,42.14869,-77.10741,2.5,149.38,125.38,1385
591588,Corning Inn,Painted Post,14870,42.15065,-77.10651,2.5,55.08,49.49,1386
233586,Knights Inn Palatine Bridge,Palatine Bridge,13428,42.90978,-74.56135,1.5,89.2477,79.2192,1387
197725,HNA Palisades Premiere Conference Center,Palisades,10964,41.01902,-73.92067,3.5,140.18,139.18,1388
118417,Hilton Pearl River,Pearl River,10965,41.04783,-74.00395,3.5,130.31,129.31,1389
440279,Holiday Inn Express Hotel & Suites Peekskill - Hudson Valley,Peekskill,10566,41.27783,-73.93914,2.5,234.44,162.44,1390
219456,Inn on the Hudson,Peekskill,10566,41.29038,-73.9262,2,159,139,1391
236682,Best Western Plus Vineyard Inn & Suites,Penn Yan,14527,42.65718,-77.05478,2.5,179.41,89.41,1392
403753,Finger Lakes Bed and Breakfast,Penn Yan,14527,42.65525,-77.05082,3,140.36,139.36,1393
543629,Microtel Inn & Suites Penn Yan Finger Lakes Region,Penn Yan,14527,42.66074,-77.05495,3,95.47,75.47,1394
616082,Hampton Inn by Hilton Penn Yan,Penn Yan,14527,42.65166,-77.06232,2.5,210.0108,105.0061,1395
257876,The Yorkshire Inn,Phelps,14532,42.95093,-77.03195,3,119.35,99.35,1396
659694,Summer House Guest House,Pine Hill,12465,42.14219,-74.48773,3,165.23,125.24,1397
420800,Cider Mill Inn Bed and Breakfast,Pine Island,10969,41.27091,-74.47657,3.5,220.4,140.4,1398
139896,Hilton Garden Inn Rochester Pittsford,Pittsford,14534,43.05823,-77.47351,3,224.44,112.44,1399
132442,The Del Monte Lodge Renaissance Rochester Hotel & Spa,Pittsford,14534,43.09365,-77.51426,4,269.49,203.49,1400
273368,Hilton Garden Inn Melville,Plainview,11803,40.78246,-73.44521,3,139.23,125.24,1401
224957,Homewood Suites Melville,Plainview,11803,40.78257,-73.4452,3,130,129,1402
107965,Holiday Inn Plainview,Plainview,11803,40.79629,-73.46755,3,191.33,105.33,1403
142016,Four Points by Sheraton Plainview Long Island,Plainview,11803,40.78503,-73.44557,3,229.35,99.35,1404
120559,Residence Inn Plainview Long Island,Plainview,11803,40.77351,-73.47743,3,254.209,220.181,1405
175627,Best Western Plus Plattsburgh,Plattsburgh,12901,44.69754,-73.49333,3,230.0017,98.9951,1406
206779,La Quinta Inn & Suites Plattsburgh,Plattsburgh,12901,44.70244,-73.4965,2.5,120.39,95.39,1407
116875,Days Inn & Suites Plattsburgh,Plattsburgh,12901,44.69591,-73.49929,2,134.8929,74.952,1408
118567,Comfort Inn And Suites,Plattsburgh,12901,44.69685,-73.48801,2.5,159.0083,119.0063,1409
118436,Econo Lodge Inn And Suites,Plattsburgh,12901,44.69616,-73.50021,2,125,90,1410
149431,Holiday Inn Plattsburgh - Adirondack Area,Plattsburgh,12901,44.69686,-73.48759,3,150.45,108.45,1411
224874,Microtel Inn & Suites by Wyndham Plattsburgh,Plattsburgh,12901,44.69604,-73.5022,2,94.1,64.09,1412
333439,Hampton Inn & Suites Plattsburgh,Plattsburgh,12901,44.706,-73.54645,2.5,159.33,118.33,1413
171282,Americas Best Value Inn,Plattsburgh,12901,44.69771,-73.49824,1.5,200.34,100.14,1414
201374,Super 8 Plattsburgh,Plattsburgh,12901,44.72516,-73.43684,2,79.49,55.49,1415
574086,Fairfield Inn & Suites Plattsburgh,Plattsburgh,12901,44.69587,-73.50438,2.5,129.43,119.43,1416
198540,Danfords Hotel and Marina,Port Jefferson,11777,40.94775,-73.06842,3.5,160.0083,159.0083,1417
235930,Americas Best Value Inn - Port Jefferson Station/Long Island,Port Jefferson Station,11776-3075,40.91659,-73.03542,2,110.47,100.47,1418
120042,Days Inn Port Jervis,Port Jervis,12771,41.35609,-74.66101,2,76.3,75.3,1419
653102,Knickerbocker Yacht Hotel,Port Washington,11050,40.82894,-73.70264,4,196.17,186.17,1420
428107,The Clarkson Inn,Potsdam,13676,44.66864,-74.98634,3.5,165,155,1421
